"CODE_MUNI";"STATE";"REGION";"region"
4316501;"RS";43;"metropolitana"
1506195;"PA";15;"nao metropolitana"
1200302;"AC";12;"nao metropolitana"
4123006;"PR";41;"nao metropolitana"
4321105;"RS";43;"nao metropolitana"
2102804;"MA";21;"metropolitana"
3111002;"MG";31;"nao metropolitana"
2708808;"AL";27;"nao metropolitana"
2927705;"BA";29;"nao metropolitana"
5103601;"MT";51;"nao metropolitana"
3556107;"SP";35;"nao metropolitana"
5107248;"MT";51;"nao metropolitana"
2905800;"BA";29;"nao metropolitana"
3556008;"SP";35;"nao metropolitana"
3137502;"MG";31;"nao metropolitana"
4219176;"SC";42;"nao metropolitana"
1501204;"PA";15;"nao metropolitana"
3128600;"MG";31;"nao metropolitana"
2908309;"BA";29;"metropolitana"
3504404;"SP";35;"nao metropolitana"
2611309;"PE";26;"nao metropolitana"
1507904;"PA";15;"metropolitana"
3304409;"RJ";33;"nao metropolitana"
4100509;"PR";41;"nao metropolitana"
3300902;"RJ";33;"nao metropolitana"
1503200;"PA";15;"nao metropolitana"
4112959;"PR";41;"nao metropolitana"
3508207;"SP";35;"nao metropolitana"
2928000;"BA";29;"nao metropolitana"
2703205;"AL";27;"nao metropolitana"
2914406;"BA";29;"nao metropolitana"
4116059;"PR";41;"nao metropolitana"
2914653;"BA";29;"nao metropolitana"
3301157;"RJ";33;"nao metropolitana"
3302056;"RJ";33;"nao metropolitana"
3109709;"MG";31;"nao metropolitana"
4302303;"RS";43;"nao metropolitana"
2308401;"CE";23;"nao metropolitana"
3202454;"ES";32;"nao metropolitana"
4312500;"RS";43;"nao metropolitana"
3111804;"MG";31;"nao metropolitana"
4127304;"PR";41;"nao metropolitana"
4127007;"PR";41;"nao metropolitana"
4216107;"SC";42;"nao metropolitana"
2602605;"PE";26;"nao metropolitana"
3517901;"SP";35;"nao metropolitana"
2917300;"BA";29;"nao metropolitana"
4105607;"PR";41;"nao metropolitana"
4207908;"SC";42;"nao metropolitana"
4121505;"PR";41;"nao metropolitana"
5003751;"MS";50;"nao metropolitana"
2211100;"PI";22;"nao metropolitana"
4118006;"PR";41;"nao metropolitana"
2311504;"CE";23;"nao metropolitana"
5001508;"MS";50;"nao metropolitana"
3512308;"SP";35;"nao metropolitana"
4127957;"PR";41;"nao metropolitana"
1400209;"RR";14;"nao metropolitana"
3110905;"MG";31;"nao metropolitana"
1502954;"PA";15;"nao metropolitana"
2613107;"PE";26;"nao metropolitana"
3130200;"MG";31;"nao metropolitana"
4123907;"PR";41;"nao metropolitana"
2932200;"BA";29;"metropolitana"
3544905;"SP";35;"nao metropolitana"
2600708;"PE";26;"nao metropolitana"
2314003;"CE";23;"nao metropolitana"
3124005;"MG";31;"nao metropolitana"
2933505;"BA";29;"nao metropolitana"
2404200;"RN";24;"nao metropolitana"
3137700;"MG";31;"nao metropolitana"
4320206;"RS";43;"nao metropolitana"
4112751;"PR";41;"nao metropolitana"
1101492;"RO";11;"nao metropolitana"
4209607;"SC";42;"nao metropolitana"
1507201;"PA";15;"nao metropolitana"
4200408;"SC";42;"nao metropolitana"
3304102;"RJ";33;"nao metropolitana"
4306007;"RS";43;"nao metropolitana"
2602209;"PE";26;"nao metropolitana"
1500305;"PA";15;"nao metropolitana"
5206909;"GO";52;"nao metropolitana"
2108504;"MA";21;"nao metropolitana"
3147600;"MG";31;"nao metropolitana"
1600535;"AP";16;"nao metropolitana"
1100940;"RO";11;"nao metropolitana"
1503044;"PA";15;"nao metropolitana"
4107108;"PR";41;"nao metropolitana"
4301909;"RS";43;"nao metropolitana"
3105905;"MG";31;"nao metropolitana"
3550803;"SP";35;"nao metropolitana"
3532900;"SP";35;"nao metropolitana"
4316105;"RS";43;"nao metropolitana"
2600500;"PE";26;"nao metropolitana"
3138625;"MG";31;"nao metropolitana"
3506706;"SP";35;"nao metropolitana"
2801306;"SE";28;"nao metropolitana"
2609709;"PE";26;"nao metropolitana"
1507003;"PA";15;"nao metropolitana"
5006903;"MS";50;"nao metropolitana"
4117222;"PR";41;"nao metropolitana"
2912202;"BA";29;"nao metropolitana"
2921500;"BA";29;"nao metropolitana"
2104552;"MA";21;"nao metropolitana"
3552551;"SP";35;"nao metropolitana"
3532405;"SP";35;"nao metropolitana"
3144706;"MG";31;"nao metropolitana"
1508050;"PA";15;"nao metropolitana"
4207700;"SC";42;"nao metropolitana"
1500859;"PA";15;"nao metropolitana"
1500909;"PA";15;"nao metropolitana"
2906303;"BA";29;"nao metropolitana"
3508702;"SP";35;"nao metropolitana"
4305900;"RS";43;"nao metropolitana"
1300706;"AM";13;"nao metropolitana"
4118808;"PR";41;"nao metropolitana"
1100148;"RO";11;"nao metropolitana"
2807600;"SE";28;"nao metropolitana"
4302907;"RS";43;"nao metropolitana"
3203700;"ES";32;"nao metropolitana"
4106803;"PR";41;"nao metropolitana"
2307403;"CE";23;"metropolitana"
2503001;"PB";25;"nao metropolitana"
3112000;"MG";31;"nao metropolitana"
2109601;"MA";21;"nao metropolitana"
5107701;"MT";51;"nao metropolitana"
2916856;"BA";29;"nao metropolitana"
2111508;"MA";21;"nao metropolitana"
3114550;"MG";31;"nao metropolitana"
4127858;"PR";41;"nao metropolitana"
4317707;"RS";43;"nao metropolitana"
5105200;"MT";51;"nao metropolitana"
4121208;"PR";41;"nao metropolitana"
3159902;"MG";31;"nao metropolitana"
2921104;"BA";29;"nao metropolitana"
5201504;"GO";52;"nao metropolitana"
4117255;"PR";41;"nao metropolitana"
4116208;"PR";41;"nao metropolitana"
4104402;"PR";41;"nao metropolitana"
5203906;"GO";52;"nao metropolitana"
5107354;"MT";51;"nao metropolitana"
3140506;"MG";31;"nao metropolitana"
4301503;"RS";43;"nao metropolitana"
1500958;"PA";15;"nao metropolitana"
1600154;"AP";16;"nao metropolitana"
4119806;"PR";41;"nao metropolitana"
3536000;"SP";35;"nao metropolitana"
4108502;"PR";41;"nao metropolitana"
1506583;"PA";15;"nao metropolitana"
1304302;"AM";13;"nao metropolitana"
2205508;"PI";22;"nao metropolitana"
2413359;"RN";24;"nao metropolitana"
1703867;"TO";17;"nao metropolitana"
3154002;"MG";31;"nao metropolitana"
1301159;"AM";13;"nao metropolitana"
4312807;"RS";43;"nao metropolitana"
3110707;"MG";31;"nao metropolitana"
3556800;"SP";35;"nao metropolitana"
3552304;"SP";35;"nao metropolitana"
4102901;"PR";41;"nao metropolitana"
2615607;"PE";26;"nao metropolitana"
2112407;"MA";21;"nao metropolitana"
2312700;"CE";23;"nao metropolitana"
3553609;"SP";35;"nao metropolitana"
3204054;"ES";32;"nao metropolitana"
2800670;"SE";28;"nao metropolitana"
3555109;"SP";35;"metropolitana"
4208708;"SC";42;"nao metropolitana"
2917706;"BA";29;"nao metropolitana"
4100202;"PR";41;"metropolitana"
4302501;"RS";43;"nao metropolitana"
2608503;"PE";26;"nao metropolitana"
3202603;"ES";32;"nao metropolitana"
2702900;"AL";27;"nao metropolitana"
5200100;"GO";52;"nao metropolitana"
2932507;"BA";29;"nao metropolitana"
1300300;"AM";13;"nao metropolitana"
4309506;"RS";43;"nao metropolitana"
1100403;"RO";11;"nao metropolitana"
3510302;"SP";35;"nao metropolitana"
2414209;"RN";24;"nao metropolitana"
5220009;"GO";52;"nao metropolitana"
4308458;"RS";43;"nao metropolitana"
5213707;"GO";52;"nao metropolitana"
5205513;"GO";52;"nao metropolitana"
4314506;"RS";43;"nao metropolitana"
3146503;"MG";31;"nao metropolitana"
4123808;"PR";41;"nao metropolitana"
2100600;"MA";21;"nao metropolitana"
3532603;"SP";35;"nao metropolitana"
2903409;"BA";29;"nao metropolitana"
2614105;"PE";26;"nao metropolitana"
4111407;"PR";41;"nao metropolitana"
3532827;"SP";35;"nao metropolitana"
2112704;"MA";21;"nao metropolitana"
2923803;"BA";29;"nao metropolitana"
3504305;"SP";35;"nao metropolitana"
4300059;"RS";43;"nao metropolitana"
3164605;"MG";31;"nao metropolitana"
2804607;"SE";28;"nao metropolitana"
4217303;"SC";42;"nao metropolitana"
2313104;"CE";23;"nao metropolitana"
2112902;"MA";21;"nao metropolitana"
2917003;"BA";29;"nao metropolitana"
2901106;"BA";29;"nao metropolitana"
2930154;"BA";29;"nao metropolitana"
1504604;"PA";15;"nao metropolitana"
1506005;"PA";15;"nao metropolitana"
2102002;"MA";21;"nao metropolitana"
4313102;"RS";43;"nao metropolitana"
4202602;"SC";42;"nao metropolitana"
3145109;"MG";31;"nao metropolitana"
3127800;"MG";31;"nao metropolitana"
4104709;"PR";41;"nao metropolitana"
3104601;"MG";31;"nao metropolitana"
4128609;"PR";41;"nao metropolitana"
2614857;"PE";26;"nao metropolitana"
3536109;"SP";35;"nao metropolitana"
4206405;"SC";42;"nao metropolitana"
2112308;"MA";21;"nao metropolitana"
4214706;"SC";42;"nao metropolitana"
4108205;"PR";41;"nao metropolitana"
4122156;"PR";41;"nao metropolitana"
5200175;"GO";52;"nao metropolitana"
2608750;"PE";26;"nao metropolitana"
3124302;"MG";31;"nao metropolitana"
4304655;"RS";43;"nao metropolitana"
3106903;"MG";31;"metropolitana"
2511905;"PB";25;"nao metropolitana"
1703842;"TO";17;"nao metropolitana"
1100924;"RO";11;"nao metropolitana"
2100501;"MA";21;"metropolitana"
4126009;"PR";41;"metropolitana"
2611903;"PE";26;"nao metropolitana"
3169000;"MG";31;"nao metropolitana"
4216800;"SC";42;"nao metropolitana"
2806008;"SE";28;"nao metropolitana"
4105003;"PR";41;"nao metropolitana"
2307809;"CE";23;"nao metropolitana"
3539608;"SP";35;"nao metropolitana"
5005152;"MS";50;"nao metropolitana"
4313953;"RS";43;"nao metropolitana"
4200705;"SC";42;"nao metropolitana"
4120507;"PR";41;"nao metropolitana"
5204003;"GO";52;"nao metropolitana"
1303809;"AM";13;"nao metropolitana"
1700707;"TO";17;"nao metropolitana"
1400308;"RR";14;"nao metropolitana"
2706802;"AL";27;"nao metropolitana"
4115754;"PR";41;"nao metropolitana"
4100608;"PR";41;"nao metropolitana"
4309902;"RS";43;"nao metropolitana"
3519006;"SP";35;"nao metropolitana"
2105427;"MA";21;"nao metropolitana"
4118709;"PR";41;"nao metropolitana"
3513900;"SP";35;"nao metropolitana"
4322301;"RS";43;"nao metropolitana"
2909901;"BA";29;"nao metropolitana"
5205455;"GO";52;"nao metropolitana"
3102308;"MG";31;"nao metropolitana"
4122602;"PR";41;"nao metropolitana"
3118403;"MG";31;"nao metropolitana"
1506609;"PA";15;"nao metropolitana"
5105580;"MT";51;"nao metropolitana"
2110203;"MA";21;"nao metropolitana"
4114906;"PR";41;"nao metropolitana"
2915502;"BA";29;"nao metropolitana"
1502764;"PA";15;"nao metropolitana"
1300607;"AM";13;"nao metropolitana"
4203501;"SC";42;"nao metropolitana"
4124608;"PR";41;"nao metropolitana"
2310506;"CE";23;"nao metropolitana"
3103900;"MG";31;"nao metropolitana"
5004908;"MS";50;"nao metropolitana"
1502905;"PA";15;"nao metropolitana"
2701001;"AL";27;"nao metropolitana"
2604205;"PE";26;"nao metropolitana"
3523503;"SP";35;"nao metropolitana"
1300805;"AM";13;"nao metropolitana"
4126678;"PR";41;"nao metropolitana"
2110609;"MA";21;"nao metropolitana"
1200385;"AC";12;"nao metropolitana"
2805406;"SE";28;"nao metropolitana"
4300208;"RS";43;"nao metropolitana"
1301001;"AM";13;"nao metropolitana"
4123303;"PR";41;"nao metropolitana"
2914901;"BA";29;"nao metropolitana"
2309300;"CE";23;"nao metropolitana"
3104106;"MG";31;"nao metropolitana"
2705101;"AL";27;"nao metropolitana"
3151701;"MG";31;"nao metropolitana"
5105002;"MT";51;"nao metropolitana"
4126405;"PR";41;"nao metropolitana"
3157906;"MG";31;"nao metropolitana"
4314001;"RS";43;"nao metropolitana"
4125308;"PR";41;"nao metropolitana"
1502756;"PA";15;"nao metropolitana"
2401206;"RN";24;"nao metropolitana"
4125803;"PR";41;"nao metropolitana"
4105201;"PR";41;"nao metropolitana"
2307254;"CE";23;"nao metropolitana"
4320503;"RS";43;"nao metropolitana"
1505650;"PA";15;"nao metropolitana"
2803302;"SE";28;"nao metropolitana"
3132701;"MG";31;"nao metropolitana"
2900801;"BA";29;"nao metropolitana"
3517802;"SP";35;"nao metropolitana"
1714880;"TO";17;"nao metropolitana"
4215109;"SC";42;"nao metropolitana"
3124500;"MG";31;"nao metropolitana"
3201159;"ES";32;"nao metropolitana"
2100907;"MA";21;"nao metropolitana"
4218905;"SC";42;"nao metropolitana"
3200706;"ES";32;"nao metropolitana"
2506905;"PB";25;"nao metropolitana"
5102603;"MT";51;"nao metropolitana"
2205706;"PI";22;"nao metropolitana"
4204400;"SC";42;"nao metropolitana"
5204102;"GO";52;"nao metropolitana"
2411502;"RN";24;"metropolitana"
3164407;"MG";31;"nao metropolitana"
3143500;"MG";31;"nao metropolitana"
3125705;"MG";31;"nao metropolitana"
3115359;"MG";31;"nao metropolitana"
4314308;"RS";43;"nao metropolitana"
2600401;"PE";26;"nao metropolitana"
3552601;"SP";35;"nao metropolitana"
3143005;"MG";31;"nao metropolitana"
4202206;"SC";42;"nao metropolitana"
2705507;"AL";27;"nao metropolitana"
2908200;"BA";29;"nao metropolitana"
2606606;"PE";26;"nao metropolitana"
2607307;"PE";26;"nao metropolitana"
3535606;"SP";35;"nao metropolitana"
5005103;"MS";50;"nao metropolitana"
4125209;"PR";41;"nao metropolitana"
3535408;"SP";35;"nao metropolitana"
2908606;"BA";29;"nao metropolitana"
2102036;"MA";21;"nao metropolitana"
4100707;"PR";41;"nao metropolitana"
5107180;"MT";51;"nao metropolitana"
3155603;"MG";31;"nao metropolitana"
2805604;"SE";28;"nao metropolitana"
5205000;"GO";52;"nao metropolitana"
4121604;"PR";41;"nao metropolitana"
3539004;"SP";35;"nao metropolitana"
2708303;"AL";27;"nao metropolitana"
4209508;"SC";42;"nao metropolitana"
3303104;"RJ";33;"nao metropolitana"
2903276;"BA";29;"nao metropolitana"
2500403;"PB";25;"nao metropolitana"
4310405;"RS";43;"nao metropolitana"
1507151;"PA";15;"nao metropolitana"
5005806;"MS";50;"nao metropolitana"
2906808;"BA";29;"nao metropolitana"
1302553;"AM";13;"nao metropolitana"
4215455;"SC";42;"nao metropolitana"
1400050;"RR";14;"nao metropolitana"
3138609;"MG";31;"nao metropolitana"
3112703;"MG";31;"nao metropolitana"
5205307;"GO";52;"nao metropolitana"
1400159;"RR";14;"nao metropolitana"
4311502;"RS";43;"nao metropolitana"
2928406;"BA";29;"nao metropolitana"
2609006;"PE";26;"nao metropolitana"
2922508;"BA";29;"nao metropolitana"
2613503;"PE";26;"nao metropolitana"
5003454;"MS";50;"nao metropolitana"
3202702;"ES";32;"nao metropolitana"
3150703;"MG";31;"nao metropolitana"
2305357;"CE";23;"nao metropolitana"
5004403;"MS";50;"nao metropolitana"
4209706;"SC";42;"nao metropolitana"
4117800;"PR";41;"nao metropolitana"
4100806;"PR";41;"nao metropolitana"
5103908;"MT";51;"nao metropolitana"
3133600;"MG";31;"nao metropolitana"
2402303;"RN";24;"nao metropolitana"
2916807;"BA";29;"nao metropolitana"
4207650;"SC";42;"nao metropolitana"
1100346;"RO";11;"nao metropolitana"
3519907;"SP";35;"nao metropolitana"
4125001;"PR";41;"nao metropolitana"
4312609;"RS";43;"nao metropolitana"
2905305;"BA";29;"nao metropolitana"
1101401;"RO";11;"nao metropolitana"
3205176;"ES";32;"nao metropolitana"
4219200;"SC";42;"nao metropolitana"
4128401;"PR";41;"nao metropolitana"
2926400;"BA";29;"nao metropolitana"
4118600;"PR";41;"nao metropolitana"
4116109;"PR";41;"nao metropolitana"
1301100;"AM";13;"nao metropolitana"
4113734;"PR";41;"nao metropolitana"
3144508;"MG";31;"nao metropolitana"
2409902;"RN";24;"nao metropolitana"
3108404;"MG";31;"nao metropolitana"
4314779;"RS";43;"nao metropolitana"
4128559;"PR";41;"nao metropolitana"
5207352;"GO";52;"nao metropolitana"
2914505;"BA";29;"nao metropolitana"
2500304;"PB";25;"nao metropolitana"
4319802;"RS";43;"nao metropolitana"
5108055;"MT";51;"nao metropolitana"
3113909;"MG";31;"nao metropolitana"
2605905;"PE";26;"nao metropolitana"
3541901;"SP";35;"nao metropolitana"
2201150;"PI";22;"nao metropolitana"
1503754;"PA";15;"nao metropolitana"
4311718;"RS";43;"nao metropolitana"
2509305;"PB";25;"nao metropolitana"
3128105;"MG";31;"nao metropolitana"
2602001;"PE";26;"nao metropolitana"
4115309;"PR";41;"nao metropolitana"
1100072;"RO";11;"nao metropolitana"
2709103;"AL";27;"nao metropolitana"
3552700;"SP";35;"nao metropolitana"
3538204;"SP";35;"nao metropolitana"
1504901;"PA";15;"nao metropolitana"
2406502;"RN";24;"nao metropolitana"
3514601;"SP";35;"nao metropolitana"
2101004;"MA";21;"nao metropolitana"
3132206;"MG";31;"nao metropolitana"
2608107;"PE";26;"nao metropolitana"
3145307;"MG";31;"nao metropolitana"
3301603;"RJ";33;"nao metropolitana"
3535705;"SP";35;"nao metropolitana"
4123402;"PR";41;"nao metropolitana"
2800209;"SE";28;"nao metropolitana"
3202652;"ES";32;"nao metropolitana"
4128534;"PR";41;"nao metropolitana"
4207684;"SC";42;"nao metropolitana"
4302220;"RS";43;"nao metropolitana"
3202504;"ES";32;"nao metropolitana"
2920700;"BA";29;"nao metropolitana"
1600402;"AP";16;"nao metropolitana"
3523305;"SP";35;"nao metropolitana"
2805505;"SE";28;"nao metropolitana"
3137403;"MG";31;"nao metropolitana"
1508035;"PA";15;"nao metropolitana"
4104451;"PR";41;"nao metropolitana"
2613800;"PE";26;"nao metropolitana"
4214904;"SC";42;"nao metropolitana"
4112504;"PR";41;"nao metropolitana"
1100379;"RO";11;"nao metropolitana"
3518503;"SP";35;"nao metropolitana"
4311106;"RS";43;"nao metropolitana"
3109501;"MG";31;"nao metropolitana"
2102101;"MA";21;"nao metropolitana"
1501725;"PA";15;"nao metropolitana"
2918803;"BA";29;"nao metropolitana"
5211305;"GO";52;"nao metropolitana"
2702108;"AL";27;"nao metropolitana"
2308005;"CE";23;"nao metropolitana"
3512902;"SP";35;"nao metropolitana"
1505908;"PA";15;"nao metropolitana"
1200013;"AC";12;"nao metropolitana"
4322533;"RS";43;"nao metropolitana"
3161007;"MG";31;"nao metropolitana"
2605004;"PE";26;"nao metropolitana"
4108007;"PR";41;"nao metropolitana"
2313955;"CE";23;"nao metropolitana"
4107009;"PR";41;"nao metropolitana"
2708402;"AL";27;"nao metropolitana"
3204658;"ES";32;"nao metropolitana"
3110301;"MG";31;"nao metropolitana"
4103222;"PR";41;"nao metropolitana"
2401859;"RN";24;"metropolitana"
4110805;"PR";41;"nao metropolitana"
1400175;"RR";14;"nao metropolitana"
3542909;"SP";35;"nao metropolitana"
4210803;"SC";42;"nao metropolitana"
4200200;"SC";42;"nao metropolitana"
2610806;"PE";26;"nao metropolitana"
4306502;"RS";43;"nao metropolitana"
3145455;"MG";31;"nao metropolitana"
2615003;"PE";26;"nao metropolitana"
3146909;"MG";31;"nao metropolitana"
3514809;"SP";35;"nao metropolitana"
5104906;"MT";51;"nao metropolitana"
3123007;"MG";31;"nao metropolitana"
2605301;"PE";26;"nao metropolitana"
2925006;"BA";29;"nao metropolitana"
1200807;"AC";12;"nao metropolitana"
4321667;"RS";43;"nao metropolitana"
2512002;"PB";25;"nao metropolitana"
4301107;"RS";43;"nao metropolitana"
2910750;"BA";29;"nao metropolitana"
4311759;"RS";43;"nao metropolitana"
2100956;"MA";21;"nao metropolitana"
4218608;"SC";42;"nao metropolitana"
3203353;"ES";32;"nao metropolitana"
4120655;"PR";41;"nao metropolitana"
4107538;"PR";41;"nao metropolitana"
2925758;"BA";29;"nao metropolitana"
2110039;"MA";21;"nao metropolitana"
3519402;"SP";35;"nao metropolitana"
1100700;"RO";11;"nao metropolitana"
2915809;"BA";29;"nao metropolitana"
2921203;"BA";29;"nao metropolitana"
4204905;"SC";42;"nao metropolitana"
2600302;"PE";26;"nao metropolitana"
1503077;"PA";15;"nao metropolitana"
2307502;"CE";23;"nao metropolitana"
4208005;"SC";42;"nao metropolitana"
2305902;"CE";23;"nao metropolitana"
3201001;"ES";32;"nao metropolitana"
4212007;"SC";42;"nao metropolitana"
2911808;"BA";29;"nao metropolitana"
1300508;"AM";13;"nao metropolitana"
4304309;"RS";43;"nao metropolitana"
2908101;"BA";29;"nao metropolitana"
2304509;"CE";23;"nao metropolitana"
1713304;"TO";17;"nao metropolitana"
2916005;"BA";29;"nao metropolitana"
1720903;"TO";17;"nao metropolitana"
3543808;"SP";35;"nao metropolitana"
1503507;"PA";15;"nao metropolitana"
4107405;"PR";41;"nao metropolitana"
1504406;"PA";15;"nao metropolitana"
2112852;"MA";21;"nao metropolitana"
4220000;"SC";42;"nao metropolitana"
3504909;"SP";35;"nao metropolitana"
3104304;"MG";31;"nao metropolitana"
2100436;"MA";21;"nao metropolitana"
1304104;"AM";13;"nao metropolitana"
3545407;"SP";35;"nao metropolitana"
3529500;"SP";35;"nao metropolitana"
2918357;"BA";29;"nao metropolitana"
4304671;"RS";43;"nao metropolitana"
4316956;"RS";43;"nao metropolitana"
2109502;"MA";21;"nao metropolitana"
1200708;"AC";12;"nao metropolitana"
3514502;"SP";35;"nao metropolitana"
2609808;"PE";26;"nao metropolitana"
4121901;"PR";41;"nao metropolitana"
2703809;"AL";27;"nao metropolitana"
2801702;"SE";28;"nao metropolitana"
5106109;"MT";51;"nao metropolitana"
3511904;"SP";35;"nao metropolitana"
2912707;"BA";29;"nao metropolitana"
3131604;"MG";31;"nao metropolitana"
3513603;"SP";35;"nao metropolitana"
4113007;"PR";41;"nao metropolitana"
5000807;"MS";50;"nao metropolitana"
2310803;"CE";23;"nao metropolitana"
3204005;"ES";32;"nao metropolitana"
3102001;"MG";31;"nao metropolitana"
4314209;"RS";43;"metropolitana"
5007703;"MS";50;"nao metropolitana"
4103008;"PR";41;"nao metropolitana"
5209937;"GO";52;"nao metropolitana"
3120201;"MG";31;"nao metropolitana"
4115101;"PR";41;"nao metropolitana"
5104542;"MT";51;"nao metropolitana"
5106778;"MT";51;"nao metropolitana"
5212105;"GO";52;"nao metropolitana"
4320305;"RS";43;"nao metropolitana"
2409506;"RN";24;"nao metropolitana"
5222302;"GO";52;"nao metropolitana"
2801405;"SE";28;"nao metropolitana"
4301800;"RS";43;"nao metropolitana"
2305605;"CE";23;"nao metropolitana"
3118809;"MG";31;"nao metropolitana"
2922409;"BA";29;"nao metropolitana"
2925956;"BA";29;"nao metropolitana"
1303106;"AM";13;"nao metropolitana"
1504307;"PA";15;"nao metropolitana"
4203402;"SC";42;"nao metropolitana"
4303806;"RS";43;"nao metropolitana"
2805802;"SE";28;"nao metropolitana"
3117702;"MG";31;"nao metropolitana"
3161700;"MG";31;"nao metropolitana"
5008404;"MS";50;"nao metropolitana"
3510708;"SP";35;"nao metropolitana"
3108206;"MG";31;"nao metropolitana"
5207253;"GO";52;"nao metropolitana"
2912806;"BA";29;"nao metropolitana"
4105102;"PR";41;"nao metropolitana"
2924405;"BA";29;"nao metropolitana"
2501104;"PB";25;"nao metropolitana"
4117008;"PR";41;"nao metropolitana"
2931004;"BA";29;"nao metropolitana"
2310852;"CE";23;"nao metropolitana"
2610509;"PE";26;"nao metropolitana"
3137536;"MG";31;"nao metropolitana"
5219258;"GO";52;"nao metropolitana"
4305975;"RS";43;"nao metropolitana"
2310308;"CE";23;"nao metropolitana"
1503101;"PA";15;"nao metropolitana"
1505700;"PA";15;"nao metropolitana"
1100080;"RO";11;"nao metropolitana"
3518859;"SP";35;"nao metropolitana"
5218102;"GO";52;"nao metropolitana"
3139300;"MG";31;"nao metropolitana"
3113008;"MG";31;"metropolitana"
3201704;"ES";32;"nao metropolitana"
4112405;"PR";41;"nao metropolitana"
1303908;"AM";13;"nao metropolitana"
2604601;"PE";26;"nao metropolitana"
3142601;"MG";31;"nao metropolitana"
2930907;"BA";29;"nao metropolitana"
3202900;"ES";32;"nao metropolitana"
2302305;"CE";23;"nao metropolitana"
3104502;"MG";31;"nao metropolitana"
5006408;"MS";50;"nao metropolitana"
4124707;"PR";41;"nao metropolitana"
3132909;"MG";31;"nao metropolitana"
3506300;"SP";35;"nao metropolitana"
4110078;"PR";41;"nao metropolitana"
4323408;"RS";43;"nao metropolitana"
3509908;"SP";35;"nao metropolitana"
5221700;"GO";52;"nao metropolitana"
2801009;"SE";28;"nao metropolitana"
4216255;"SC";42;"nao metropolitana"
4103040;"PR";41;"nao metropolitana"
4309803;"RS";43;"nao metropolitana"
3553856;"SP";35;"nao metropolitana"
2206209;"PI";22;"nao metropolitana"
3525508;"SP";35;"nao metropolitana"
2302701;"CE";23;"nao metropolitana"
2608453;"PE";26;"nao metropolitana"
3112802;"MG";31;"nao metropolitana"
4319109;"RS";43;"nao metropolitana"
2613206;"PE";26;"nao metropolitana"
2105500;"MA";21;"nao metropolitana"
2923704;"BA";29;"nao metropolitana"
3557204;"SP";35;"nao metropolitana"
3204500;"ES";32;"nao metropolitana"
1505635;"PA";15;"nao metropolitana"
4121000;"PR";41;"nao metropolitana"
5000906;"MS";50;"nao metropolitana"
3500907;"SP";35;"nao metropolitana"
1101500;"RO";11;"nao metropolitana"
2703759;"AL";27;"nao metropolitana"
3108552;"MG";31;"nao metropolitana"
3507308;"SP";35;"nao metropolitana"
3554706;"SP";35;"nao metropolitana"
4115853;"PR";41;"nao metropolitana"
2707107;"AL";27;"nao metropolitana"
4109906;"PR";41;"nao metropolitana"
3134608;"MG";31;"nao metropolitana"
3534906;"SP";35;"nao metropolitana"
2932705;"BA";29;"nao metropolitana"
2308302;"CE";23;"nao metropolitana"
2603702;"PE";26;"nao metropolitana"
4206108;"SC";42;"nao metropolitana"
5106828;"MT";51;"nao metropolitana"
3170750;"MG";31;"nao metropolitana"
1302306;"AM";13;"nao metropolitana"
2911303;"BA";29;"nao metropolitana"
2605152;"PE";26;"nao metropolitana"
4117057;"PR";41;"nao metropolitana"
2911907;"BA";29;"nao metropolitana"
4308706;"RS";43;"nao metropolitana"
4320677;"RS";43;"nao metropolitana"
4116802;"PR";41;"nao metropolitana"
1101708;"RO";11;"nao metropolitana"
5002159;"MS";50;"nao metropolitana"
4207809;"SC";42;"nao metropolitana"
2610301;"PE";26;"nao metropolitana"
4214607;"SC";42;"nao metropolitana"
2913507;"BA";29;"nao metropolitana"
3114105;"MG";31;"nao metropolitana"
3130507;"MG";31;"nao metropolitana"
3102803;"MG";31;"nao metropolitana"
1507409;"PA";15;"nao metropolitana"
2925907;"BA";29;"nao metropolitana"
4306957;"RS";43;"nao metropolitana"
3117108;"MG";31;"nao metropolitana"
4301057;"RS";43;"nao metropolitana"
2312007;"CE";23;"nao metropolitana"
3550506;"SP";35;"nao metropolitana"
2907103;"BA";29;"nao metropolitana"
2917904;"BA";29;"nao metropolitana"
5204706;"GO";52;"nao metropolitana"
2923100;"BA";29;"nao metropolitana"
2919157;"BA";29;"nao metropolitana"
2509107;"PB";25;"nao metropolitana"
4111555;"PR";41;"nao metropolitana"
1716208;"TO";17;"nao metropolitana"
4307401;"RS";43;"nao metropolitana"
2313203;"CE";23;"nao metropolitana"
5003488;"MS";50;"nao metropolitana"
2917201;"BA";29;"nao metropolitana"
2905909;"BA";29;"nao metropolitana"
4213807;"SC";42;"metropolitana"
2607505;"PE";26;"nao metropolitana"
2611507;"PE";26;"nao metropolitana"
4317004;"RS";43;"nao metropolitana"
2709202;"AL";27;"nao metropolitana"
1101302;"RO";11;"nao metropolitana"
2932002;"BA";29;"nao metropolitana"
3164308;"MG";31;"nao metropolitana"
3162401;"MG";31;"nao metropolitana"
4108957;"PR";41;"nao metropolitana"
4307831;"RS";43;"nao metropolitana"
2802304;"SE";28;"nao metropolitana"
5007950;"MS";50;"nao metropolitana"
2305308;"CE";23;"nao metropolitana"
