"CODE_MUNI";"STATE";"REGION";"region"
3502804;"SP";35;"metropolitana"
4316907;"RS";43;"metropolitana"
3152501;"MG";31;"metropolitana"
4311403;"RS";43;"metropolitana"
4202909;"SC";42;"metropolitana"
3151800;"MG";31;"metropolitana"
3518404;"SP";35;"metropolitana"
2408003;"RN";24;"metropolitana"
3127701;"MG";31;"metropolitana"
3122306;"MG";31;"metropolitana"
5107909;"MT";51;"metropolitana"
4218707;"SC";42;"metropolitana"
3511102;"SP";35;"metropolitana"
3201209;"ES";32;"metropolitana"
4209300;"SC";42;"metropolitana"
1506807;"PA";15;"metropolitana"
3170701;"MG";31;"metropolitana"
3505500;"SP";35;"metropolitana"
3525300;"SP";35;"metropolitana"
2312908;"CE";23;"metropolitana"
2700300;"AL";27;"metropolitana"
2913606;"BA";29;"metropolitana"
1702109;"TO";17;"metropolitana"
1502400;"PA";15;"metropolitana"
2903201;"BA";29;"metropolitana"
1100122;"RO";11;"metropolitana"
4203006;"SC";42;"metropolitana"
2910727;"BA";29;"metropolitana"
3168606;"MG";31;"metropolitana"
2606002;"PE";26;"metropolitana"
4209003;"SC";42;"metropolitana"
1100049;"RO";11;"metropolitana"
3523909;"SP";35;"metropolitana"
3304201;"RJ";33;"metropolitana"
1505536;"PA";15;"metropolitana"
3520509;"SP";35;"metropolitana"
3543907;"SP";35;"metropolitana"
4208906;"SC";42;"metropolitana"
3530706;"SP";35;"metropolitana"
4302105;"RS";43;"metropolitana"
5008305;"MS";50;"metropolitana"
5218805;"GO";52;"metropolitana"
4118204;"PR";41;"metropolitana"
4315602;"RS";43;"metropolitana"
4127700;"PR";41;"metropolitana"
3203205;"ES";32;"metropolitana"
4109401;"PR";41;"metropolitana"
5211503;"GO";52;"metropolitana"
3551702;"SP";35;"metropolitana"
3507605;"SP";35;"metropolitana"
3503307;"SP";35;"metropolitana"
3507506;"SP";35;"metropolitana"
3303401;"RJ";33;"metropolitana"
3522307;"SP";35;"metropolitana"
4307005;"RS";43;"metropolitana"
3148004;"MG";31;"metropolitana"
4101507;"PR";41;"metropolitana"
4118501;"PR";41;"metropolitana"
4301602;"RS";43;"metropolitana"
4104303;"PR";41;"metropolitana"
4306106;"RS";43;"metropolitana"
4128104;"PR";41;"metropolitana"
3201506;"ES";32;"metropolitana"
2900702;"BA";29;"metropolitana"
4310207;"RS";43;"metropolitana"
5107958;"MT";51;"metropolitana"
4101408;"PR";41;"metropolitana"
3549102;"SP";35;"metropolitana"
3534708;"SP";35;"metropolitana"
3504008;"SP";35;"metropolitana"
3169901;"MG";31;"metropolitana"
4108403;"PR";41;"metropolitana"
3105608;"MG";31;"metropolitana"
3138203;"MG";31;"metropolitana"
4214805;"SC";42;"metropolitana"
4322400;"RS";43;"metropolitana"
4304705;"RS";43;"metropolitana"
4321600;"RS";43;"metropolitana"
3302205;"RJ";33;"metropolitana"
4317202;"RS";43;"metropolitana"
4317509;"RS";43;"metropolitana"
2925303;"BA";29;"metropolitana"
3527207;"SP";35;"metropolitana"
4105508;"PR";41;"metropolitana"
1500602;"PA";15;"metropolitana"
2918001;"BA";29;"metropolitana"
1100304;"RO";11;"metropolitana"
3522406;"SP";35;"metropolitana"
3147907;"MG";31;"metropolitana"
3101607;"MG";31;"metropolitana"
4118402;"PR";41;"metropolitana"
2924009;"BA";29;"metropolitana"
5213103;"GO";52;"metropolitana"
2931350;"BA";29;"metropolitana"
1100023;"RO";11;"metropolitana"
4219309;"SC";42;"metropolitana"
3515509;"SP";35;"metropolitana"
3162500;"MG";31;"metropolitana"
2928703;"BA";29;"metropolitana"
3139409;"MG";31;"metropolitana"
5101803;"MT";51;"metropolitana"
3143906;"MG";31;"metropolitana"
1709500;"TO";17;"metropolitana"
4128203;"PR";41;"metropolitana"
3204906;"ES";32;"metropolitana"
3300308;"RJ";33;"metropolitana"
2207702;"PI";22;"metropolitana"
4201406;"SC";42;"metropolitana"
2103000;"MA";21;"metropolitana"
3101508;"MG";31;"metropolitana"
1506138;"PA";15;"metropolitana"
2802908;"SE";28;"metropolitana"
2510808;"PB";25;"metropolitana"
2208007;"PI";22;"metropolitana"
2305506;"CE";23;"metropolitana"
4217204;"SC";42;"metropolitana"
2613909;"PE";26;"metropolitana"
2203909;"PI";22;"metropolitana"
2109908;"MA";21;"metropolitana"
2911709;"BA";29;"metropolitana"
2101202;"MA";21;"metropolitana"
3545605;"SP";35;"metropolitana"
2503704;"PB";25;"metropolitana"
2914604;"BA";29;"metropolitana"
3163706;"MG";31;"metropolitana"
2601201;"PE";26;"metropolitana"
2930105;"BA";29;"metropolitana"
2609907;"PE";26;"metropolitana"
3510500;"SP";35;"metropolitana"
4305355;"RS";43;"metropolitana"
3300100;"RJ";33;"nao metropolitana"
3118304;"MG";31;"metropolitana"
5205109;"GO";52;"metropolitana"
3504107;"SP";35;"metropolitana"
3125101;"MG";31;"nao metropolitana"
5107925;"MT";51;"nao metropolitana"
3104007;"MG";31;"metropolitana"
3305802;"RJ";33;"nao metropolitana"
2606200;"PE";26;"nao metropolitana"
3523404;"SP";35;"nao metropolitana"
1501303;"PA";15;"nao metropolitana"
3306008;"RJ";33;"metropolitana"
4321204;"RS";43;"metropolitana"
3200607;"ES";32;"nao metropolitana"
1508100;"PA";15;"nao metropolitana"
3550605;"SP";35;"metropolitana"
3506508;"SP";35;"metropolitana"
3527108;"SP";35;"nao metropolitana"
5211909;"GO";52;"nao metropolitana"
2919553;"BA";29;"nao metropolitana"
3103504;"MG";31;"nao metropolitana"
3529302;"SP";35;"metropolitana"
5105259;"MT";51;"nao metropolitana"
3554003;"SP";35;"nao metropolitana"
3557105;"SP";35;"metropolitana"
4215802;"SC";42;"metropolitana"
3501905;"SP";35;"metropolitana"
5107040;"MT";51;"nao metropolitana"
3131703;"MG";31;"nao metropolitana"
3511508;"SP";35;"metropolitana"
3522604;"SP";35;"nao metropolitana"
4127106;"PR";41;"nao metropolitana"
3133808;"MG";31;"metropolitana"
2616407;"PE";26;"nao metropolitana"
3506102;"SP";35;"nao metropolitana"
3147006;"MG";31;"nao metropolitana"
3170404;"MG";31;"nao metropolitana"
3502101;"SP";35;"nao metropolitana"
3526704;"SP";35;"metropolitana"
4208302;"SC";42;"metropolitana"
4312401;"RS";43;"nao metropolitana"
5106224;"MT";51;"nao metropolitana"
4204301;"SC";42;"nao metropolitana"
4322608;"RS";43;"metropolitana"
5003207;"MS";50;"metropolitana"
3146107;"MG";31;"nao metropolitana"
3300209;"RJ";33;"metropolitana"
3134202;"MG";31;"nao metropolitana"
3132404;"MG";31;"metropolitana"
4304408;"RS";43;"metropolitana"
3524303;"SP";35;"nao metropolitana"
1505502;"PA";15;"nao metropolitana"
5006606;"MS";50;"nao metropolitana"
3148103;"MG";31;"nao metropolitana"
4104907;"PR";41;"nao metropolitana"
5204508;"GO";52;"metropolitana"
3504503;"SP";35;"nao metropolitana"
3147105;"MG";31;"nao metropolitana"
3136207;"MG";31;"metropolitana"
3539301;"SP";35;"nao metropolitana"
4210100;"SC";42;"metropolitana"
4122404;"PR";41;"nao metropolitana"
3526803;"SP";35;"nao metropolitana"
2101400;"MA";21;"nao metropolitana"
4203808;"SC";42;"metropolitana"
4303004;"RS";43;"nao metropolitana"
4317103;"RS";43;"nao metropolitana"
3169307;"MG";31;"nao metropolitana"
5103502;"MT";51;"nao metropolitana"
3555000;"SP";35;"metropolitana"
4322509;"RS";43;"nao metropolitana"
3145208;"MG";31;"metropolitana"
3151206;"MG";31;"metropolitana"
5208608;"GO";52;"metropolitana"
5208004;"GO";52;"nao metropolitana"
3513405;"SP";35;"metropolitana"
4114609;"PR";41;"nao metropolitana"
3202405;"ES";32;"nao metropolitana"
1301902;"AM";13;"nao metropolitana"
2100055;"MA";21;"nao metropolitana"
3134400;"MG";31;"nao metropolitana"
4304630;"RS";43;"metropolitana"
3546405;"SP";35;"nao metropolitana"
3510401;"SP";35;"metropolitana"
3533908;"SP";35;"nao metropolitana"
4300406;"RS";43;"nao metropolitana"
3128709;"MG";31;"nao metropolitana"
4207304;"SC";42;"metropolitana"
4303509;"RS";43;"nao metropolitana"
5006200;"MS";50;"nao metropolitana"
3542602;"SP";35;"nao metropolitana"
4311809;"RS";43;"nao metropolitana"
3500105;"SP";35;"metropolitana"
3540705;"SP";35;"nao metropolitana"
4318309;"RS";43;"metropolitana"
5102504;"MT";51;"nao metropolitana"
4218202;"SC";42;"nao metropolitana"
3549706;"SP";35;"nao metropolitana"
3537305;"SP";35;"nao metropolitana"
4318002;"RS";43;"nao metropolitana"
4115804;"PR";41;"nao metropolitana"
3159605;"MG";31;"nao metropolitana"
3164704;"MG";31;"nao metropolitana"
3127107;"MG";31;"nao metropolitana"
1503606;"PA";15;"nao metropolitana"
3534302;"SP";35;"nao metropolitana"
5100250;"MT";51;"nao metropolitana"
4110706;"PR";41;"nao metropolitana"
3171303;"MG";31;"metropolitana"
2601706;"PE";26;"nao metropolitana"
3304300;"RJ";33;"nao metropolitana"
3304706;"RJ";33;"metropolitana"
3152105;"MG";31;"metropolitana"
4219507;"SC";42;"nao metropolitana"
3113404;"MG";31;"nao metropolitana"
5005707;"MS";50;"nao metropolitana"
1718204;"TO";17;"nao metropolitana"
2802106;"SE";28;"nao metropolitana"
3115300;"MG";31;"nao metropolitana"
3126109;"MG";31;"nao metropolitana"
4107207;"PR";41;"nao metropolitana"
3549409;"SP";35;"nao metropolitana"
3120904;"MG";31;"metropolitana"
4106407;"PR";41;"nao metropolitana"
2932903;"BA";29;"nao metropolitana"
3524808;"SP";35;"metropolitana"
2803500;"SE";28;"nao metropolitana"
2904605;"BA";29;"nao metropolitana"
3553708;"SP";35;"nao metropolitana"
3519600;"SP";35;"nao metropolitana"
4313706;"RS";43;"nao metropolitana"
2306405;"CE";23;"nao metropolitana"
1100114;"RO";11;"nao metropolitana"
4322806;"RS";43;"metropolitana"
2612505;"PE";26;"nao metropolitana"
5001102;"MS";50;"metropolitana"
2604007;"PE";26;"nao metropolitana"
2917508;"BA";29;"nao metropolitana"
1500107;"PA";15;"nao metropolitana"
5213806;"GO";52;"nao metropolitana"
1302504;"AM";13;"nao metropolitana"
1716109;"TO";17;"nao metropolitana"
4204806;"SC";42;"nao metropolitana"
2301109;"CE";23;"nao metropolitana"
1100288;"RO";11;"nao metropolitana"
5106752;"MT";51;"nao metropolitana"
4317400;"RS";43;"nao metropolitana"
5006309;"MS";50;"nao metropolitana"
4321501;"RS";43;"metropolitana"
1508407;"PA";15;"nao metropolitana"
3107406;"MG";31;"nao metropolitana"
4111803;"PR";41;"nao metropolitana"
3135100;"MG";31;"metropolitana"
4311304;"RS";43;"metropolitana"
4318903;"RS";43;"nao metropolitana"
3514403;"SP";35;"nao metropolitana"
1200203;"AC";12;"nao metropolitana"
2706703;"AL";27;"metropolitana"
2402006;"RN";24;"nao metropolitana"
2516201;"PB";25;"nao metropolitana"
2313401;"CE";23;"nao metropolitana"
3143104;"MG";31;"nao metropolitana"
3539509;"SP";35;"nao metropolitana"
1303403;"AM";13;"nao metropolitana"
2103307;"MA";21;"nao metropolitana"
2916401;"BA";29;"nao metropolitana"
4124103;"PR";41;"nao metropolitana"
2309607;"CE";23;"nao metropolitana"
1100189;"RO";11;"nao metropolitana"
3510203;"SP";35;"metropolitana"
4308508;"RS";43;"nao metropolitana"
1502202;"PA";15;"nao metropolitana"
5210000;"GO";52;"nao metropolitana"
2506301;"PB";25;"metropolitana"
2311306;"CE";23;"nao metropolitana"
3203908;"ES";32;"nao metropolitana"
2909802;"BA";29;"nao metropolitana"
5105150;"MT";51;"nao metropolitana"
4205506;"SC";42;"nao metropolitana"
3111200;"MG";31;"nao metropolitana"
2708600;"AL";27;"nao metropolitana"
4321808;"RS";43;"nao metropolitana"
2307601;"CE";23;"nao metropolitana"
3523206;"SP";35;"nao metropolitana"
2311801;"CE";23;"nao metropolitana"
5100201;"MT";51;"nao metropolitana"
4108809;"PR";41;"nao metropolitana"
2601102;"PE";26;"metropolitana"
2915601;"BA";29;"nao metropolitana"
2903904;"BA";29;"nao metropolitana"
2930501;"BA";29;"nao metropolitana"
2610004;"PE";26;"nao metropolitana"
5003306;"MS";50;"nao metropolitana"
4119608;"PR";41;"nao metropolitana"
4217709;"SC";42;"metropolitana"
4320107;"RS";43;"nao metropolitana"
2914703;"BA";29;"nao metropolitana"
2108603;"MA";21;"nao metropolitana"
2709301;"AL";27;"nao metropolitana"
2612208;"PE";26;"nao metropolitana"
2400208;"RN";24;"nao metropolitana"
3145604;"MG";31;"nao metropolitana"
4309407;"RS";43;"nao metropolitana"
1721208;"TO";17;"metropolitana"
4306809;"RS";43;"nao metropolitana"
5005004;"MS";50;"metropolitana"
4320800;"RS";43;"nao metropolitana"
5221601;"GO";52;"nao metropolitana"
4305207;"RS";43;"metropolitana"
1100106;"RO";11;"nao metropolitana"
2908408;"BA";29;"nao metropolitana"
2706307;"AL";27;"nao metropolitana"
2605202;"PE";26;"nao metropolitana"
3121605;"MG";31;"nao metropolitana"
1100155;"RO";11;"nao metropolitana"
4111506;"PR";41;"nao metropolitana"
2614501;"PE";26;"nao metropolitana"
4113304;"PR";41;"nao metropolitana"
4321907;"RS";43;"nao metropolitana"
5205406;"GO";52;"metropolitana"
2608909;"PE";26;"nao metropolitana"
1200104;"AC";12;"metropolitana"
2108207;"MA";21;"metropolitana"
2304103;"CE";23;"nao metropolitana"
4104501;"PR";41;"nao metropolitana"
2103208;"MA";21;"nao metropolitana"
2208403;"PI";22;"nao metropolitana"
5211800;"GO";52;"nao metropolitana"
2403103;"RN";24;"nao metropolitana"
3135209;"MG";31;"nao metropolitana"
2615300;"PE";26;"nao metropolitana"
2910701;"BA";29;"nao metropolitana"
2302602;"CE";23;"nao metropolitana"
3128006;"MG";31;"nao metropolitana"
4109708;"PR";41;"nao metropolitana"
3115508;"MG";31;"metropolitana"
2306306;"CE";23;"nao metropolitana"
2202208;"PI";22;"nao metropolitana"
2708006;"AL";27;"nao metropolitana"
2109106;"MA";21;"nao metropolitana"
2804508;"SE";28;"nao metropolitana"
2201903;"PI";22;"nao metropolitana"
2926608;"BA";29;"nao metropolitana"
3101706;"MG";31;"nao metropolitana"
2805703;"SE";28;"metropolitana"
2702405;"AL";27;"nao metropolitana"
2409407;"RN";24;"nao metropolitana"
2913903;"BA";29;"nao metropolitana"
1304062;"AM";13;"nao metropolitana"
2210607;"PI";22;"nao metropolitana"
2600104;"PE";26;"nao metropolitana"
2207009;"PI";22;"nao metropolitana"
3103405;"MG";31;"nao metropolitana"
2302107;"CE";23;"nao metropolitana"
4216206;"SC";42;"nao metropolitana"
3507001;"SP";35;"metropolitana"
5102637;"MT";51;"nao metropolitana"
5107875;"MT";51;"nao metropolitana"
2312403;"CE";23;"nao metropolitana"
5102678;"MT";51;"nao metropolitana"
5007208;"MS";50;"nao metropolitana"
3306107;"RJ";33;"metropolitana"
2922003;"BA";29;"nao metropolitana"
4203600;"SC";42;"nao metropolitana"
4117909;"PR";41;"nao metropolitana"
3530508;"SP";35;"nao metropolitana"
3531308;"SP";35;"nao metropolitana"
4113205;"PR";41;"nao metropolitana"
4313904;"RS";43;"nao metropolitana"
4213203;"SC";42;"nao metropolitana"
3536703;"SP";35;"nao metropolitana"
3505906;"SP";35;"nao metropolitana"
3540606;"SP";35;"nao metropolitana"
5218508;"GO";52;"nao metropolitana"
1600279;"AP";16;"metropolitana"
5007695;"MS";50;"nao metropolitana"
5209101;"GO";52;"nao metropolitana"
2305233;"CE";23;"nao metropolitana"
3137205;"MG";31;"metropolitana"
4218004;"SC";42;"nao metropolitana"
4112009;"PR";41;"nao metropolitana"
4321451;"RS";43;"metropolitana"
4308201;"RS";43;"nao metropolitana"
3136306;"MG";31;"nao metropolitana"
3515186;"SP";35;"nao metropolitana"
3169406;"MG";31;"nao metropolitana"
3535507;"SP";35;"metropolitana"
3546603;"SP";35;"metropolitana"
3524105;"SP";35;"nao metropolitana"
3533502;"SP";35;"nao metropolitana"
3525706;"SP";35;"nao metropolitana"
3509700;"SP";35;"nao metropolitana"
4125605;"PR";41;"nao metropolitana"
3537602;"SP";35;"nao metropolitana"
5101704;"MT";51;"nao metropolitana"
3522703;"SP";35;"nao metropolitana"
3537800;"SP";35;"nao metropolitana"
4306601;"RS";43;"nao metropolitana"
4102000;"PR";41;"nao metropolitana"
4310603;"RS";43;"nao metropolitana"
3550100;"SP";35;"nao metropolitana"
3104205;"MG";31;"nao metropolitana"
3516705;"SP";35;"nao metropolitana"
4313300;"RS";43;"nao metropolitana"
4117602;"PR";41;"nao metropolitana"
4304507;"RS";43;"nao metropolitana"
1501709;"PA";15;"nao metropolitana"
4120606;"PR";41;"nao metropolitana"
5100300;"MT";51;"metropolitana"
3541307;"SP";35;"nao metropolitana"
4318804;"RS";43;"nao metropolitana"
3110608;"MG";31;"metropolitana"
2606408;"PE";26;"nao metropolitana"
4202800;"SC";42;"nao metropolitana"
3138401;"MG";31;"nao metropolitana"
3534609;"SP";35;"nao metropolitana"
4310009;"RS";43;"nao metropolitana"
4210506;"SC";42;"nao metropolitana"
2405801;"RN";24;"nao metropolitana"
5104807;"MT";51;"metropolitana"
4212908;"SC";42;"nao metropolitana"
3139003;"MG";31;"nao metropolitana"
5217401;"GO";52;"metropolitana"
5000609;"MS";50;"nao metropolitana"
3107109;"MG";31;"nao metropolitana"
2311405;"CE";23;"nao metropolitana"
2508901;"PB";25;"metropolitana"
5103205;"MT";51;"nao metropolitana"
4317301;"RS";43;"nao metropolitana"
4316402;"RS";43;"nao metropolitana"
3102605;"MG";31;"nao metropolitana"
5218003;"GO";52;"nao metropolitana"
3300605;"RJ";33;"metropolitana"
3200904;"ES";32;"nao metropolitana"
4219705;"SC";42;"nao metropolitana"
4211702;"SC";42;"nao metropolitana"
2104057;"MA";21;"metropolitana"
4216909;"SC";42;"nao metropolitana"
4320909;"RS";43;"nao metropolitana"
5220108;"GO";52;"nao metropolitana"
5105101;"MT";51;"nao metropolitana"
3541505;"SP";35;"metropolitana"
4112108;"PR";41;"metropolitana"
4208500;"SC";42;"nao metropolitana"
4302808;"RS";43;"nao metropolitana"
2928604;"BA";29;"nao metropolitana"
4308904;"RS";43;"metropolitana"
3107307;"MG";31;"nao metropolitana"
2906006;"BA";29;"nao metropolitana"
3162104;"MG";31;"nao metropolitana"
5103353;"MT";51;"nao metropolitana"
2914000;"BA";29;"nao metropolitana"
4102406;"PR";41;"nao metropolitana"
2302503;"CE";23;"nao metropolitana"
4116901;"PR";41;"nao metropolitana"
4205001;"SC";42;"metropolitana"
3144300;"MG";31;"nao metropolitana"
2610905;"PE";26;"nao metropolitana"
2905206;"BA";29;"nao metropolitana"
1705508;"TO";17;"nao metropolitana"
3146008;"MG";31;"nao metropolitana"
5105622;"MT";51;"nao metropolitana"
3538808;"SP";35;"nao metropolitana"
2101608;"MA";21;"nao metropolitana"
5210208;"GO";52;"nao metropolitana"
4121406;"PR";41;"nao metropolitana"
2928109;"BA";29;"metropolitana"
3202306;"ES";32;"nao metropolitana"
1709302;"TO";17;"nao metropolitana"
3157005;"MG";31;"nao metropolitana"
3112307;"MG";31;"nao metropolitana"
1502707;"PA";15;"nao metropolitana"
2305407;"CE";23;"nao metropolitana"
3113305;"MG";31;"nao metropolitana"
2807402;"SE";28;"nao metropolitana"
4113502;"PR";41;"nao metropolitana"
5218300;"GO";52;"nao metropolitana"
2411205;"RN";24;"nao metropolitana"
2101707;"MA";21;"nao metropolitana"
2929909;"BA";29;"nao metropolitana"
3100203;"MG";31;"nao metropolitana"
5005681;"MS";50;"nao metropolitana"
2312304;"CE";23;"nao metropolitana"
5208905;"GO";52;"nao metropolitana"
2601409;"PE";26;"nao metropolitana"
3168002;"MG";31;"nao metropolitana"
2513901;"PB";25;"nao metropolitana"
4206900;"SC";42;"nao metropolitana"
2512101;"PB";25;"nao metropolitana"
2105708;"MA";21;"nao metropolitana"
2906873;"BA";29;"nao metropolitana"
4320701;"RS";43;"nao metropolitana"
2203701;"PI";22;"nao metropolitana"
1707009;"TO";17;"nao metropolitana"
2202901;"PI";22;"nao metropolitana"
2111102;"MA";21;"nao metropolitana"
2907806;"BA";29;"nao metropolitana"
2507002;"PB";25;"nao metropolitana"
2103802;"MA";21;"nao metropolitana"
2211308;"PI";22;"nao metropolitana"
2200202;"PI";22;"nao metropolitana"
3500709;"SP";35;"nao metropolitana"
2702306;"AL";27;"nao metropolitana"
5002951;"MS";50;"nao metropolitana"
3505203;"SP";35;"nao metropolitana"
2110302;"MA";21;"nao metropolitana"
4120903;"PR";41;"nao metropolitana"
4309605;"RS";43;"nao metropolitana"
3172004;"MG";31;"nao metropolitana"
5102702;"MT";51;"nao metropolitana"
4312658;"RS";43;"nao metropolitana"
5213087;"GO";52;"nao metropolitana"
5214606;"GO";52;"nao metropolitana"
4128005;"PR";41;"nao metropolitana"
2611002;"PE";26;"nao metropolitana"
4216503;"SC";42;"nao metropolitana"
3526407;"SP";35;"nao metropolitana"
3151503;"MG";31;"nao metropolitana"
2927002;"BA";29;"nao metropolitana"
3537404;"SP";35;"nao metropolitana"
2211209;"PI";22;"metropolitana"
4108601;"PR";41;"nao metropolitana"
4208401;"SC";42;"metropolitana"
4115606;"PR";41;"nao metropolitana"
5001904;"MS";50;"nao metropolitana"
1716505;"TO";17;"metropolitana"
1508084;"PA";15;"nao metropolitana"
1501808;"PA";15;"nao metropolitana"
4304200;"RS";43;"nao metropolitana"
5104104;"MT";51;"nao metropolitana"
1507458;"PA";15;"metropolitana"
4307500;"RS";43;"nao metropolitana"
3302106;"RJ";33;"metropolitana"
3200805;"ES";32;"nao metropolitana"
4105904;"PR";41;"metropolitana"
1304203;"AM";13;"nao metropolitana"
2302800;"CE";23;"nao metropolitana"
3553807;"SP";35;"nao metropolitana"
5220603;"GO";52;"nao metropolitana"
5107859;"MT";51;"nao metropolitana"
3502705;"SP";35;"nao metropolitana"
4320404;"RS";43;"nao metropolitana"
4105409;"PR";41;"nao metropolitana"
3170800;"MG";31;"nao metropolitana"
3105103;"MG";31;"nao metropolitana"
3520442;"SP";35;"nao metropolitana"
4316451;"RS";43;"nao metropolitana"
2917607;"BA";29;"nao metropolitana"
4212106;"SC";42;"nao metropolitana"
5106257;"MT";51;"nao metropolitana"
4101002;"PR";41;"nao metropolitana"
4217808;"SC";42;"nao metropolitana"
5002902;"MS";50;"nao metropolitana"
4317806;"RS";43;"nao metropolitana"
3508108;"SP";35;"nao metropolitana"
2313302;"CE";23;"nao metropolitana"
1100130;"RO";11;"nao metropolitana"
4214003;"SC";42;"nao metropolitana"
4316600;"RS";43;"nao metropolitana"
4218806;"SC";42;"nao metropolitana"
4212205;"SC";42;"nao metropolitana"
2516003;"PB";25;"metropolitana"
4128500;"PR";41;"nao metropolitana"
5002100;"MS";50;"nao metropolitana"
1502301;"PA";15;"nao metropolitana"
3161106;"MG";31;"nao metropolitana"
4317905;"RS";43;"nao metropolitana"
3200102;"ES";32;"nao metropolitana"
4126603;"PR";41;"nao metropolitana"
5108600;"MT";51;"nao metropolitana"
2509701;"PB";25;"nao metropolitana"
4103909;"PR";41;"nao metropolitana"
2110500;"MA";21;"nao metropolitana"
2919504;"BA";29;"nao metropolitana"
3203007;"ES";32;"nao metropolitana"
3138807;"MG";31;"nao metropolitana"
5212204;"GO";52;"nao metropolitana"
3124203;"MG";31;"nao metropolitana"
3133501;"MG";31;"nao metropolitana"
4300109;"RS";43;"nao metropolitana"
4117107;"PR";41;"metropolitana"
3147303;"MG";31;"nao metropolitana"
5101258;"MT";51;"nao metropolitana"
4107603;"PR";41;"nao metropolitana"
2402204;"RN";24;"nao metropolitana"
2608800;"PE";26;"nao metropolitana"
1100056;"RO";11;"nao metropolitana"
2103604;"MA";21;"nao metropolitana"
2312205;"CE";23;"nao metropolitana"
2605707;"PE";26;"nao metropolitana"
4304903;"RS";43;"nao metropolitana"
5206404;"GO";52;"nao metropolitana"
4216008;"SC";42;"metropolitana"
2112506;"MA";21;"nao metropolitana"
1301407;"AM";13;"nao metropolitana"
5211206;"GO";52;"nao metropolitana"
4216701;"SC";42;"nao metropolitana"
2114007;"MA";21;"nao metropolitana"
1702208;"TO";17;"nao metropolitana"
2103406;"MA";21;"nao metropolitana"
2300309;"CE";23;"nao metropolitana"
2504306;"PB";25;"nao metropolitana"
2907301;"BA";29;"nao metropolitana"
3132503;"MG";31;"nao metropolitana"
4321402;"RS";43;"nao metropolitana"
2305001;"CE";23;"nao metropolitana"
4109302;"PR";41;"nao metropolitana"
2933604;"BA";29;"nao metropolitana"
3112604;"MG";31;"nao metropolitana"
3203502;"ES";32;"nao metropolitana"
2901007;"BA";29;"nao metropolitana"
2308104;"CE";23;"nao metropolitana"
4319406;"RS";43;"nao metropolitana"
2913200;"BA";29;"nao metropolitana"
2305803;"CE";23;"nao metropolitana"
3137809;"MG";31;"nao metropolitana"
2926301;"BA";29;"nao metropolitana"
5210901;"GO";52;"nao metropolitana"
2919801;"BA";29;"nao metropolitana"
2911204;"BA";29;"nao metropolitana"
2926004;"BA";29;"nao metropolitana"
2918100;"BA";29;"nao metropolitana"
2927200;"BA";29;"nao metropolitana"
3108008;"MG";31;"nao metropolitana"
2707305;"AL";27;"nao metropolitana"
4301206;"RS";43;"nao metropolitana"
3152204;"MG";31;"nao metropolitana"
2920502;"BA";29;"nao metropolitana"
2308500;"CE";23;"nao metropolitana"
1100064;"RO";11;"nao metropolitana"
3108602;"MG";31;"nao metropolitana"
3119104;"MG";31;"nao metropolitana"
3108305;"MG";31;"nao metropolitana"
2103505;"MA";21;"nao metropolitana"
2921708;"BA";29;"nao metropolitana"
2613602;"PE";26;"nao metropolitana"
2408904;"RN";24;"nao metropolitana"
3504206;"SP";35;"nao metropolitana"
3155801;"MG";31;"nao metropolitana"
3130903;"MG";31;"nao metropolitana"
1504059;"PA";15;"nao metropolitana"
5101308;"MT";51;"metropolitana"
3522802;"SP";35;"nao metropolitana"
2207900;"PI";22;"nao metropolitana"
2905602;"BA";29;"nao metropolitana"
4318606;"RS";43;"nao metropolitana"
4305801;"RS";43;"nao metropolitana"
3133303;"MG";31;"nao metropolitana"
5101852;"MT";51;"nao metropolitana"
2709400;"AL";27;"nao metropolitana"
2110708;"MA";21;"nao metropolitana"
2505105;"PB";25;"metropolitana"
3141801;"MG";31;"nao metropolitana"
5204904;"GO";52;"nao metropolitana"
4307302;"RS";43;"nao metropolitana"
2902807;"BA";29;"nao metropolitana"
4301404;"RS";43;"nao metropolitana"
2905008;"BA";29;"nao metropolitana"
3135803;"MG";31;"nao metropolitana"
3169703;"MG";31;"nao metropolitana"
2208304;"PI";22;"nao metropolitana"
3122009;"MG";31;"nao metropolitana"
3154309;"MG";31;"nao metropolitana"
2614600;"PE";26;"nao metropolitana"
1702554;"TO";17;"nao metropolitana"
3100906;"MG";31;"nao metropolitana"
3167103;"MG";31;"nao metropolitana"
3120805;"MG";31;"nao metropolitana"
4213401;"SC";42;"nao metropolitana"
2917102;"BA";29;"nao metropolitana"
3131208;"MG";31;"nao metropolitana"
2113009;"MA";21;"nao metropolitana"
2928208;"BA";29;"nao metropolitana"
3123205;"MG";31;"nao metropolitana"
2933000;"BA";29;"nao metropolitana"
3148707;"MG";31;"nao metropolitana"
2512309;"PB";25;"nao metropolitana"
3141405;"MG";31;"nao metropolitana"
2925808;"BA";29;"nao metropolitana"
2412500;"RN";24;"nao metropolitana"
5200803;"GO";52;"metropolitana"
2207801;"PI";22;"nao metropolitana"
2202307;"PI";22;"nao metropolitana"
2103703;"MA";21;"nao metropolitana"
4102505;"PR";41;"nao metropolitana"
4322103;"RS";43;"nao metropolitana"
4305405;"RS";43;"nao metropolitana"
2705705;"AL";27;"nao metropolitana"
2210003;"PI";22;"nao metropolitana"
3148608;"MG";31;"nao metropolitana"
