"CODE_MUNI";"COD_UF";"ACR_UF";"HIERARCHY"
3553856;35;"SP";"nao metropolitana"
2206209;22;"PI";"nao metropolitana"
3525508;35;"SP";"nao metropolitana"
2302701;23;"CE";"nao metropolitana"
2608453;26;"PE";"nao metropolitana"
3112802;31;"MG";"nao metropolitana"
4319109;43;"RS";"nao metropolitana"
2613206;26;"PE";"nao metropolitana"
2105500;21;"MA";"nao metropolitana"
2923704;29;"BA";"nao metropolitana"
3557204;35;"SP";"nao metropolitana"
3204500;32;"ES";"nao metropolitana"
1505635;15;"PA";"nao metropolitana"
4121000;41;"PR";"nao metropolitana"
5000906;50;"MS";"nao metropolitana"
3500907;35;"SP";"nao metropolitana"
1101500;11;"RO";"nao metropolitana"
2703759;27;"AL";"nao metropolitana"
3108552;31;"MG";"nao metropolitana"
3507308;35;"SP";"nao metropolitana"
3554706;35;"SP";"nao metropolitana"
4115853;41;"PR";"nao metropolitana"
2707107;27;"AL";"nao metropolitana"
4109906;41;"PR";"nao metropolitana"
3134608;31;"MG";"nao metropolitana"
3534906;35;"SP";"nao metropolitana"
2932705;29;"BA";"nao metropolitana"
2308302;23;"CE";"nao metropolitana"
2603702;26;"PE";"nao metropolitana"
4206108;42;"SC";"nao metropolitana"
5106828;51;"MT";"nao metropolitana"
3170750;31;"MG";"nao metropolitana"
1302306;13;"AM";"nao metropolitana"
2911303;29;"BA";"nao metropolitana"
2605152;26;"PE";"nao metropolitana"
4117057;41;"PR";"nao metropolitana"
2911907;29;"BA";"nao metropolitana"
4308706;43;"RS";"nao metropolitana"
4320677;43;"RS";"nao metropolitana"
4116802;41;"PR";"nao metropolitana"
1101708;11;"RO";"nao metropolitana"
5002159;50;"MS";"nao metropolitana"
4207809;42;"SC";"nao metropolitana"
2610301;26;"PE";"nao metropolitana"
4214607;42;"SC";"nao metropolitana"
2913507;29;"BA";"nao metropolitana"
3114105;31;"MG";"nao metropolitana"
3130507;31;"MG";"nao metropolitana"
3102803;31;"MG";"nao metropolitana"
1507409;15;"PA";"nao metropolitana"
2925907;29;"BA";"nao metropolitana"
4306957;43;"RS";"nao metropolitana"
3117108;31;"MG";"nao metropolitana"
4301057;43;"RS";"nao metropolitana"
2312007;23;"CE";"nao metropolitana"
3550506;35;"SP";"nao metropolitana"
2907103;29;"BA";"nao metropolitana"
2917904;29;"BA";"nao metropolitana"
5204706;52;"GO";"nao metropolitana"
2923100;29;"BA";"nao metropolitana"
2919157;29;"BA";"nao metropolitana"
2509107;25;"PB";"nao metropolitana"
4111555;41;"PR";"nao metropolitana"
1716208;17;"TO";"nao metropolitana"
4307401;43;"RS";"nao metropolitana"
2313203;23;"CE";"nao metropolitana"
5003488;50;"MS";"nao metropolitana"
2917201;29;"BA";"nao metropolitana"
2905909;29;"BA";"nao metropolitana"
4213807;42;"SC";"metropolitana"
2607505;26;"PE";"nao metropolitana"
2611507;26;"PE";"nao metropolitana"
4317004;43;"RS";"nao metropolitana"
2709202;27;"AL";"nao metropolitana"
1101302;11;"RO";"nao metropolitana"
2932002;29;"BA";"nao metropolitana"
3164308;31;"MG";"nao metropolitana"
3162401;31;"MG";"nao metropolitana"
4108957;41;"PR";"nao metropolitana"
4307831;43;"RS";"nao metropolitana"
2802304;28;"SE";"nao metropolitana"
5007950;50;"MS";"nao metropolitana"
2305308;23;"CE";"nao metropolitana"
3204401;32;"ES";"nao metropolitana"
5103379;51;"MT";"nao metropolitana"
4305439;43;"RS";"nao metropolitana"
2301208;23;"CE";"nao metropolitana"
3115805;31;"MG";"nao metropolitana"
2407807;24;"RN";"nao metropolitana"
3117900;31;"MG";"nao metropolitana"
4301701;43;"RS";"nao metropolitana"
4126355;41;"PR";"nao metropolitana"
5106158;51;"MT";"nao metropolitana"
2309508;23;"CE";"nao metropolitana"
2106904;21;"MA";"nao metropolitana"
3545704;35;"SP";"nao metropolitana"
4304002;43;"RS";"nao metropolitana"
2107803;21;"MA";"nao metropolitana"
1101203;11;"RO";"nao metropolitana"
3202256;32;"ES";"nao metropolitana"
1200336;12;"AC";"nao metropolitana"
2304251;23;"CE";"nao metropolitana"
3305901;33;"RJ";"nao metropolitana"
1500701;15;"PA";"nao metropolitana"
4311130;43;"RS";"nao metropolitana"
3305307;33;"RJ";"nao metropolitana"
3304508;33;"RJ";"nao metropolitana"
2104677;21;"MA";"nao metropolitana"
2406106;24;"RN";"nao metropolitana"
3553005;35;"SP";"nao metropolitana"
2806206;28;"SE";"nao metropolitana"
2601607;26;"PE";"nao metropolitana"
4215679;42;"SC";"nao metropolitana"
3516002;35;"SP";"nao metropolitana"
3100302;31;"MG";"nao metropolitana"
5209150;52;"GO";"nao metropolitana"
4210308;42;"SC";"nao metropolitana"
1303007;13;"AM";"metropolitana"
4108908;41;"PR";"nao metropolitana"
4218251;42;"SC";"nao metropolitana"
3506409;35;"SP";"nao metropolitana"
4300703;43;"RS";"nao metropolitana"
3535200;35;"SP";"nao metropolitana"
2915205;29;"BA";"nao metropolitana"
1600709;16;"AP";"nao metropolitana"
2600906;26;"PE";"nao metropolitana"
2932309;29;"BA";"nao metropolitana"
3517208;35;"SP";"nao metropolitana"
2932101;29;"BA";"nao metropolitana"
4219606;42;"SC";"nao metropolitana"
4306734;43;"RS";"nao metropolitana"
2200509;22;"PI";"metropolitana"
3109451;31;"MG";"nao metropolitana"
4316204;43;"RS";"nao metropolitana"
1300144;13;"AM";"nao metropolitana"
4305603;43;"RS";"nao metropolitana"
4310363;43;"RS";"nao metropolitana"
4203105;42;"SC";"nao metropolitana"
3123908;31;"MG";"nao metropolitana"
5212303;52;"GO";"nao metropolitana"
2204303;22;"PI";"nao metropolitana"
4302006;43;"RS";"nao metropolitana"
3101003;31;"MG";"nao metropolitana"
3132107;31;"MG";"nao metropolitana"
2303808;23;"CE";"nao metropolitana"
3168903;31;"MG";"nao metropolitana"
1200427;12;"AC";"nao metropolitana"
3305133;33;"RJ";"nao metropolitana"
4127908;41;"PR";"nao metropolitana"
5221197;52;"GO";"nao metropolitana"
4314704;43;"RS";"nao metropolitana"
5003157;50;"MS";"nao metropolitana"
4108320;41;"PR";"nao metropolitana"
2609105;26;"PE";"nao metropolitana"
4301651;43;"RS";"nao metropolitana"
2702603;27;"AL";"nao metropolitana"
2929107;29;"BA";"nao metropolitana"
3139102;31;"MG";"nao metropolitana"
3555802;35;"SP";"nao metropolitana"
3150505;31;"MG";"nao metropolitana"
2910404;29;"BA";"nao metropolitana"
3154408;31;"MG";"nao metropolitana"
1702000;17;"TO";"nao metropolitana"
1504950;15;"PA";"nao metropolitana"
2701704;27;"AL";"nao metropolitana"
2107100;21;"MA";"metropolitana"
4308300;43;"RS";"nao metropolitana"
2804904;28;"SE";"nao metropolitana"
4103354;41;"PR";"nao metropolitana"
4103370;41;"PR";"nao metropolitana"
3100104;31;"MG";"nao metropolitana"
5216304;52;"GO";"nao metropolitana"
3156809;31;"MG";"nao metropolitana"
3204955;32;"ES";"nao metropolitana"
2908903;29;"BA";"nao metropolitana"
2800506;28;"SE";"nao metropolitana"
2904308;29;"BA";"metropolitana"
2404309;24;"RN";"nao metropolitana"
4123857;41;"PR";"nao metropolitana"
3154903;31;"MG";"nao metropolitana"
1507706;15;"PA";"nao metropolitana"
4313805;43;"RS";"nao metropolitana"
3548609;35;"SP";"nao metropolitana"
4125753;41;"PR";"nao metropolitana"
4109658;41;"PR";"nao metropolitana"
2612406;26;"PE";"nao metropolitana"
2307106;23;"CE";"nao metropolitana"
3136900;31;"MG";"nao metropolitana"
1502509;15;"PA";"nao metropolitana"
2309409;23;"CE";"nao metropolitana"
3126208;31;"MG";"nao metropolitana"
3520202;35;"SP";"nao metropolitana"
2604502;26;"PE";"nao metropolitana"
2922904;29;"BA";"nao metropolitana"
3152600;31;"MG";"metropolitana"
2913457;29;"BA";"nao metropolitana"
4215406;42;"SC";"nao metropolitana"
2904704;29;"BA";"nao metropolitana"
3161809;31;"MG";"nao metropolitana"
2931202;29;"BA";"nao metropolitana"
1300102;13;"AM";"nao metropolitana"
2303204;23;"CE";"nao metropolitana"
4113601;41;"PR";"nao metropolitana"
1505403;15;"PA";"nao metropolitana"
4120705;41;"PR";"nao metropolitana"
5219712;52;"GO";"nao metropolitana"
5105234;51;"MT";"nao metropolitana"
4302238;43;"RS";"nao metropolitana"
4202057;42;"SC";"nao metropolitana"
3116159;31;"MG";"nao metropolitana"
2301703;23;"CE";"nao metropolitana"
1304260;13;"AM";"nao metropolitana"
3164209;31;"MG";"nao metropolitana"
3204807;32;"ES";"nao metropolitana"
2100477;21;"MA";"nao metropolitana"
4106001;41;"PR";"nao metropolitana"
5007505;50;"MS";"nao metropolitana"
1200351;12;"AC";"nao metropolitana"
3118700;31;"MG";"nao metropolitana"
1504505;15;"PA";"nao metropolitana"
3142205;31;"MG";"nao metropolitana"
2611408;26;"PE";"nao metropolitana"
2906709;29;"BA";"nao metropolitana"
4301875;43;"RS";"nao metropolitana"
3167608;31;"MG";"nao metropolitana"
2906204;29;"BA";"nao metropolitana"
1200179;12;"AC";"nao metropolitana"
4303558;43;"RS";"nao metropolitana"
4103305;41;"PR";"nao metropolitana"
2912103;29;"BA";"nao metropolitana"
4319125;43;"RS";"nao metropolitana"
2100709;21;"MA";"nao metropolitana"
3108909;31;"MG";"nao metropolitana"
4207205;42;"SC";"nao metropolitana"
2802809;28;"SE";"nao metropolitana"
5004007;50;"MS";"nao metropolitana"
2806305;28;"SE";"nao metropolitana"
2615805;26;"PE";"nao metropolitana"
5108204;51;"MT";"metropolitana"
2901353;29;"BA";"nao metropolitana"
5105176;51;"MT";"nao metropolitana"
2603108;26;"PE";"nao metropolitana"
2108454;21;"MA";"nao metropolitana"
1501956;15;"PA";"nao metropolitana"
5106265;51;"MT";"nao metropolitana"
2108306;21;"MA";"nao metropolitana"
4106456;41;"PR";"nao metropolitana"
2502508;25;"PB";"nao metropolitana"
2912905;29;"BA";"nao metropolitana"
4127809;41;"PR";"nao metropolitana"
4113452;41;"PR";"nao metropolitana"
5108956;51;"MT";"nao metropolitana"
3503406;35;"SP";"nao metropolitana"
3540507;35;"SP";"nao metropolitana"
5104559;51;"MT";"nao metropolitana"
2507309;25;"PB";"metropolitana"
3517000;35;"SP";"nao metropolitana"
4308003;43;"RS";"nao metropolitana"
4312252;43;"RS";"nao metropolitana"
2616001;26;"PE";"nao metropolitana"
3159209;31;"MG";"nao metropolitana"
4210407;42;"SC";"nao metropolitana"
4321329;43;"RS";"metropolitana"
1101609;11;"RO";"nao metropolitana"
3203809;32;"ES";"nao metropolitana"
2100303;21;"MA";"nao metropolitana"
3304607;33;"RJ";"nao metropolitana"
1300201;13;"AM";"nao metropolitana"
2705002;27;"AL";"nao metropolitana"
3143609;31;"MG";"nao metropolitana"
5208400;52;"GO";"nao metropolitana"
1502004;15;"PA";"nao metropolitana"
4121109;41;"PR";"nao metropolitana"
4305173;43;"RS";"nao metropolitana"
3121209;31;"MG";"nao metropolitana"
2304954;23;"CE";"nao metropolitana"
2500700;25;"PB";"nao metropolitana"
3131505;31;"MG";"nao metropolitana"
2106607;21;"MA";"nao metropolitana"
4211108;42;"SC";"nao metropolitana"
4100301;41;"PR";"nao metropolitana"
1501105;15;"PA";"nao metropolitana"
2516102;25;"PB";"nao metropolitana"
2927309;29;"BA";"nao metropolitana"
4303301;43;"RS";"nao metropolitana"
5214408;52;"GO";"nao metropolitana"
2605400;26;"PE";"nao metropolitana"
2911402;29;"BA";"nao metropolitana"
2703106;27;"AL";"nao metropolitana"
4112207;41;"PR";"nao metropolitana"
4214409;42;"SC";"nao metropolitana"
3156403;31;"MG";"nao metropolitana"
5106182;51;"MT";"nao metropolitana"
2924504;29;"BA";"nao metropolitana"
1303304;13;"AM";"nao metropolitana"
2913408;29;"BA";"nao metropolitana"
4308409;43;"RS";"nao metropolitana"
3512704;35;"SP";"nao metropolitana"
2707503;27;"AL";"nao metropolitana"
3170503;31;"MG";"nao metropolitana"
4201505;42;"SC";"nao metropolitana"
4314076;43;"RS";"nao metropolitana"
3162559;31;"MG";"nao metropolitana"
3200136;32;"ES";"nao metropolitana"
4215307;42;"SC";"nao metropolitana"
2610400;26;"PE";"nao metropolitana"
4101309;41;"PR";"nao metropolitana"
2929701;29;"BA";"nao metropolitana"
4100103;41;"PR";"nao metropolitana"
4108650;41;"PR";"nao metropolitana"
4203709;42;"SC";"nao metropolitana"
5006358;50;"MS";"nao metropolitana"
5108857;51;"MT";"nao metropolitana"
3120508;31;"MG";"nao metropolitana"
2507101;25;"PB";"nao metropolitana"
2201507;22;"PI";"nao metropolitana"
1400456;14;"RR";"nao metropolitana"
4126108;41;"PR";"nao metropolitana"
4306056;43;"RS";"nao metropolitana"
2700706;27;"AL";"nao metropolitana"
2704401;27;"AL";"nao metropolitana"
3515608;35;"SP";"nao metropolitana"
2610202;26;"PE";"nao metropolitana"
3529807;35;"SP";"nao metropolitana"
2102200;21;"MA";"nao metropolitana"
3114006;31;"MG";"nao metropolitana"
2313005;23;"CE";"nao metropolitana"
1101005;11;"RO";"nao metropolitana"
2932606;29;"BA";"nao metropolitana"
5202502;52;"GO";"nao metropolitana"
4212700;42;"SC";"nao metropolitana"
3165008;31;"MG";"nao metropolitana"
4320552;43;"RS";"nao metropolitana"
4315404;43;"RS";"nao metropolitana"
4104055;41;"PR";"nao metropolitana"
1703909;17;"TO";"nao metropolitana"
2912301;29;"BA";"nao metropolitana"
4211405;42;"SC";"nao metropolitana"
1303700;13;"AM";"nao metropolitana"
2926509;29;"BA";"nao metropolitana"
2306108;23;"CE";"nao metropolitana"
3147709;31;"MG";"nao metropolitana"
2901205;29;"BA";"nao metropolitana"
3137106;31;"MG";"nao metropolitana"
5200605;52;"GO";"nao metropolitana"
3149705;31;"MG";"nao metropolitana"
4120853;41;"PR";"nao metropolitana"
5006259;50;"MS";"nao metropolitana"
4211058;42;"SC";"nao metropolitana"
2923209;29;"BA";"nao metropolitana"
4104105;41;"PR";"nao metropolitana"
2108702;21;"MA";"nao metropolitana"
3152709;31;"MG";"nao metropolitana"
5102793;51;"MT";"nao metropolitana"
2917805;29;"BA";"nao metropolitana"
3525607;35;"SP";"nao metropolitana"
2908002;29;"BA";"nao metropolitana"
1200138;12;"AC";"nao metropolitana"
3506904;35;"SP";"nao metropolitana"
4216404;42;"SC";"nao metropolitana"
4119202;41;"PR";"nao metropolitana"
3204252;32;"ES";"metropolitana"
4107801;41;"PR";"nao metropolitana"
2700607;27;"AL";"nao metropolitana"
2904050;29;"BA";"nao metropolitana"
3158300;31;"MG";"nao metropolitana"
4322905;43;"RS";"nao metropolitana"
4201703;42;"SC";"nao metropolitana"
4323200;43;"RS";"nao metropolitana"
3500550;35;"SP";"nao metropolitana"
4118857;41;"PR";"nao metropolitana"
2702355;27;"AL";"nao metropolitana"
4110201;41;"PR";"nao metropolitana"
1300409;13;"AM";"nao metropolitana"
2105153;21;"MA";"nao metropolitana"
5000252;50;"MS";"nao metropolitana"
3161502;31;"MG";"nao metropolitana"
4311700;43;"RS";"nao metropolitana"
3306156;33;"RJ";"nao metropolitana"
3154200;31;"MG";"nao metropolitana"
3154507;31;"MG";"nao metropolitana"
5207808;52;"GO";"nao metropolitana"
4310504;43;"RS";"nao metropolitana"
2927507;29;"BA";"nao metropolitana"
2302008;23;"CE";"nao metropolitana"
4321956;43;"RS";"nao metropolitana"
2607000;26;"PE";"nao metropolitana"
5216908;52;"GO";"nao metropolitana"
2501005;25;"PB";"nao metropolitana"
3202553;32;"ES";"nao metropolitana"
2932457;29;"BA";"nao metropolitana"
2701308;27;"AL";"nao metropolitana"
2501906;25;"PB";"nao metropolitana"
4315107;43;"RS";"nao metropolitana"
3302452;33;"RJ";"nao metropolitana"
3111309;31;"MG";"nao metropolitana"
1101104;11;"RO";"nao metropolitana"
1501576;15;"PA";"nao metropolitana"
4202131;42;"SC";"nao metropolitana"
2613305;26;"PE";"nao metropolitana"
1722081;17;"TO";"nao metropolitana"
2611705;26;"PE";"nao metropolitana"
3205150;32;"ES";"nao metropolitana"
3135506;31;"MG";"nao metropolitana"
3150802;31;"MG";"nao metropolitana"
2202000;22;"PI";"nao metropolitana"
2919702;29;"BA";"nao metropolitana"
4125407;41;"PR";"nao metropolitana"
3139805;31;"MG";"nao metropolitana"
2506806;25;"PB";"nao metropolitana"
2923357;29;"BA";"nao metropolitana"
2102309;21;"MA";"nao metropolitana"
2923407;29;"BA";"nao metropolitana"
3119955;31;"MG";"nao metropolitana"
2612000;26;"PE";"nao metropolitana"
4107306;41;"PR";"nao metropolitana"
3151305;31;"MG";"nao metropolitana"
3149101;31;"MG";"nao metropolitana"
1400233;14;"RR";"nao metropolitana"
3139904;31;"MG";"nao metropolitana"
1501451;15;"PA";"nao metropolitana"
3548104;35;"SP";"nao metropolitana"
1717503;17;"TO";"nao metropolitana"
2301604;23;"CE";"nao metropolitana"
4118451;41;"PR";"nao metropolitana"
3549508;35;"SP";"nao metropolitana"
3128907;31;"MG";"nao metropolitana"
2603504;26;"PE";"nao metropolitana"
2512705;25;"PB";"nao metropolitana"
4107736;41;"PR";"nao metropolitana"
2931509;29;"BA";"nao metropolitana"
3537503;35;"SP";"nao metropolitana"
2600203;26;"PE";"nao metropolitana"
1100502;11;"RO";"nao metropolitana"
2614808;26;"PE";"nao metropolitana"
2309458;23;"CE";"nao metropolitana"
3547908;35;"SP";"nao metropolitana"
4213005;42;"SC";"nao metropolitana"
1301605;13;"AM";"nao metropolitana"
2803401;28;"SE";"nao metropolitana"
3165107;31;"MG";"nao metropolitana"
2111052;21;"MA";"nao metropolitana"
1507474;15;"PA";"nao metropolitana"
3519204;35;"SP";"nao metropolitana"
3152907;31;"MG";"nao metropolitana"
1709005;17;"TO";"nao metropolitana"
1100296;11;"RO";"nao metropolitana"
4216354;42;"SC";"nao metropolitana"
2102556;21;"MA";"nao metropolitana"
2804102;28;"SE";"nao metropolitana"
2922102;29;"BA";"nao metropolitana"
4206603;42;"SC";"nao metropolitana"
2301307;23;"CE";"nao metropolitana"
4312757;43;"RS";"nao metropolitana"
3538501;35;"SP";"nao metropolitana"
2109205;21;"MA";"metropolitana"
1300029;13;"AM";"nao metropolitana"
4201901;42;"SC";"nao metropolitana"
4121752;41;"PR";"nao metropolitana"
2111763;21;"MA";"nao metropolitana"
3104700;31;"MG";"nao metropolitana"
3518107;35;"SP";"nao metropolitana"
4107553;41;"PR";"nao metropolitana"
2616209;26;"PE";"nao metropolitana"
5219803;52;"GO";"nao metropolitana"
4313359;43;"RS";"nao metropolitana"
4315321;43;"RS";"nao metropolitana"
4308805;43;"RS";"nao metropolitana"
1600204;16;"AP";"nao metropolitana"
2311702;23;"CE";"nao metropolitana"
1506559;15;"PA";"nao metropolitana"
3526506;35;"SP";"nao metropolitana"
1506351;15;"PA";"nao metropolitana"
3528700;35;"SP";"nao metropolitana"
3509304;35;"SP";"nao metropolitana"
3158003;31;"MG";"nao metropolitana"
5102694;51;"MT";"nao metropolitana"
3521507;35;"SP";"nao metropolitana"
4309555;43;"RS";"nao metropolitana"
4303707;43;"RS";"nao metropolitana"
3109105;31;"MG";"nao metropolitana"
1300839;13;"AM";"nao metropolitana"
3203304;32;"ES";"nao metropolitana"
5209903;52;"GO";"nao metropolitana"
2301950;23;"CE";"nao metropolitana"
4319307;43;"RS";"nao metropolitana"
2605608;26;"PE";"nao metropolitana"
4107751;41;"PR";"nao metropolitana"
3141306;31;"MG";"nao metropolitana"
2507705;25;"PB";"nao metropolitana"
3103009;31;"MG";"nao metropolitana"
2924801;29;"BA";"nao metropolitana"
2606507;26;"PE";"nao metropolitana"
3553500;35;"SP";"nao metropolitana"
3200169;32;"ES";"nao metropolitana"
1302801;13;"AM";"nao metropolitana"
2107407;21;"MA";"nao metropolitana"
4316436;43;"RS";"nao metropolitana"
2103174;21;"MA";"nao metropolitana"
5203401;52;"GO";"nao metropolitana"
3550001;35;"SP";"nao metropolitana"
3140852;31;"MG";"nao metropolitana"
2901403;29;"BA";"nao metropolitana"
4307054;43;"RS";"nao metropolitana"
2405702;24;"RN";"nao metropolitana"
3165305;31;"MG";"nao metropolitana"
1600105;16;"AP";"nao metropolitana"
2909604;29;"BA";"nao metropolitana"
2931608;29;"BA";"nao metropolitana"
3528106;35;"SP";"nao metropolitana"
1702406;17;"TO";"nao metropolitana"
4314027;43;"RS";"nao metropolitana"
5103106;51;"MT";"nao metropolitana"
3161304;31;"MG";"nao metropolitana"
4218400;42;"SC";"nao metropolitana"
2109270;21;"MA";"nao metropolitana"
1301506;13;"AM";"nao metropolitana"
5205802;52;"GO";"nao metropolitana"
4303608;43;"RS";"nao metropolitana"
3502002;35;"SP";"nao metropolitana"
5211008;52;"GO";"nao metropolitana"
2907608;29;"BA";"nao metropolitana"
2504801;25;"PB";"nao metropolitana"
3124906;31;"MG";"nao metropolitana"
2306702;23;"CE";"nao metropolitana"
2301851;23;"CE";"nao metropolitana"
2500809;25;"PB";"nao metropolitana"
2311264;23;"CE";"nao metropolitana"
2609303;26;"PE";"nao metropolitana"
3524204;35;"SP";"nao metropolitana"
2603900;26;"PE";"nao metropolitana"
3510906;35;"SP";"nao metropolitana"
2304459;23;"CE";"nao metropolitana"
1303502;13;"AM";"nao metropolitana"
2700201;27;"AL";"nao metropolitana"
3117801;31;"MG";"nao metropolitana"
4310900;43;"RS";"nao metropolitana"
4202859;42;"SC";"nao metropolitana"
2604403;26;"PE";"nao metropolitana"
1400506;14;"RR";"nao metropolitana"
4303673;43;"RS";"nao metropolitana"
5207907;52;"GO";"nao metropolitana"
2600807;26;"PE";"nao metropolitana"
2208809;22;"PI";"nao metropolitana"
2108900;21;"MA";"nao metropolitana"
2106508;21;"MA";"nao metropolitana"
2108256;21;"MA";"nao metropolitana"
4121356;41;"PR";"nao metropolitana"
1400027;14;"RR";"nao metropolitana"
2303956;23;"CE";"nao metropolitana"
3113602;31;"MG";"nao metropolitana"
2203305;22;"PI";"nao metropolitana"
4103503;41;"PR";"nao metropolitana"
2900405;29;"BA";"nao metropolitana"
4107702;41;"PR";"nao metropolitana"
2112100;21;"MA";"nao metropolitana"
2608305;26;"PE";"nao metropolitana"
4200804;42;"SC";"nao metropolitana"
3168408;31;"MG";"nao metropolitana"
4109757;41;"PR";"nao metropolitana"
5108105;51;"MT";"nao metropolitana"
2930303;29;"BA";"nao metropolitana"
3509809;35;"SP";"nao metropolitana"
4300471;43;"RS";"nao metropolitana"
2706505;27;"AL";"nao metropolitana"
3127602;31;"MG";"nao metropolitana"
2904100;29;"BA";"nao metropolitana"
1504752;15;"PA";"nao metropolitana"
2902609;29;"BA";"nao metropolitana"
3107901;31;"MG";"nao metropolitana"
3107802;31;"MG";"nao metropolitana"
1400282;14;"RR";"nao metropolitana"
2501302;25;"PB";"nao metropolitana"
5102850;51;"MT";"nao metropolitana"
4315354;43;"RS";"nao metropolitana"
3537206;35;"SP";"nao metropolitana"
2504900;25;"PB";"nao metropolitana"
3152402;31;"MG";"nao metropolitana"
2305209;23;"CE";"nao metropolitana"
2404705;24;"RN";"nao metropolitana"
3100708;31;"MG";"nao metropolitana"
2111805;21;"MA";"nao metropolitana"
2105104;21;"MA";"nao metropolitana"
2107704;21;"MA";"nao metropolitana"
2920908;29;"BA";"nao metropolitana"
4309704;43;"RS";"nao metropolitana"
4319208;43;"RS";"nao metropolitana"
1708254;17;"TO";"nao metropolitana"
2308906;23;"CE";"nao metropolitana"
3519253;35;"SP";"nao metropolitana"
2304004;23;"CE";"nao metropolitana"
2614006;26;"PE";"nao metropolitana"
4302154;43;"RS";"nao metropolitana"
3203106;32;"ES";"nao metropolitana"
1504976;15;"PA";"nao metropolitana"
5107776;51;"MT";"nao metropolitana"
4321857;43;"RS";"nao metropolitana"
5216809;52;"GO";"nao metropolitana"
3100609;31;"MG";"nao metropolitana"
2401800;24;"RN";"nao metropolitana"
1100601;11;"RO";"nao metropolitana"
4103057;41;"PR";"nao metropolitana"
3102100;31;"MG";"nao metropolitana"
3140530;31;"MG";"nao metropolitana"
2103257;21;"MA";"nao metropolitana"
2602407;26;"PE";"nao metropolitana"
2100808;21;"MA";"nao metropolitana"
2300705;23;"CE";"nao metropolitana"
3203163;32;"ES";"nao metropolitana"
4313037;43;"RS";"nao metropolitana"
2604700;26;"PE";"nao metropolitana"
1100031;11;"RO";"nao metropolitana"
4212403;42;"SC";"nao metropolitana"
3551108;35;"SP";"nao metropolitana"
1101757;11;"RO";"nao metropolitana"
2909208;29;"BA";"nao metropolitana"
1716703;17;"TO";"nao metropolitana"
3142106;31;"MG";"nao metropolitana"
2414001;24;"RN";"nao metropolitana"
4312302;43;"RS";"nao metropolitana"
3302304;33;"RJ";"nao metropolitana"
5100805;51;"MT";"nao metropolitana"
2106003;21;"MA";"nao metropolitana"
5222203;52;"GO";"nao metropolitana"
5106190;51;"MT";"nao metropolitana"
3170438;31;"MG";"nao metropolitana"
2933455;29;"BA";"nao metropolitana"
2506400;25;"PB";"nao metropolitana"
2904852;29;"BA";"nao metropolitana"
4300851;43;"RS";"nao metropolitana"
2104099;21;"MA";"nao metropolitana"
2906824;29;"BA";"nao metropolitana"
3106408;31;"MG";"nao metropolitana"
2909703;29;"BA";"nao metropolitana"
3503109;35;"SP";"nao metropolitana"
2401404;24;"RN";"nao metropolitana"
4305504;43;"RS";"nao metropolitana"
2804458;28;"SE";"nao metropolitana"
4207403;42;"SC";"nao metropolitana"
3171105;31;"MG";"nao metropolitana"
2111706;21;"MA";"nao metropolitana"
3543204;35;"SP";"nao metropolitana"
4313011;43;"RS";"nao metropolitana"
2607802;26;"PE";"nao metropolitana"
3516804;35;"SP";"metropolitana"
1101807;11;"RO";"nao metropolitana"
4209854;42;"SC";"nao metropolitana"
3544806;35;"SP";"nao metropolitana"
2304301;23;"CE";"nao metropolitana"
3503604;35;"SP";"nao metropolitana"
2704807;27;"AL";"nao metropolitana"
2922607;29;"BA";"nao metropolitana"
1400407;14;"RR";"nao metropolitana"
3542503;35;"SP";"nao metropolitana"
2208205;22;"PI";"nao metropolitana"
1713601;17;"TO";"nao metropolitana"
5208152;52;"GO";"nao metropolitana"
4215653;42;"SC";"nao metropolitana"
2920106;29;"BA";"nao metropolitana"
2111409;21;"MA";"nao metropolitana"
2107357;21;"MA";"nao metropolitana"
3554409;35;"SP";"nao metropolitana"
3514700;35;"SP";"nao metropolitana"
2931400;29;"BA";"nao metropolitana"
3502309;35;"SP";"nao metropolitana"
5219001;52;"GO";"nao metropolitana"
5220264;52;"GO";"nao metropolitana"
1303601;13;"AM";"nao metropolitana"
2902500;29;"BA";"nao metropolitana"
2516706;25;"PB";"nao metropolitana"
2104107;21;"MA";"nao metropolitana"
5211404;52;"GO";"nao metropolitana"
2307635;23;"CE";"nao metropolitana"
3523800;35;"SP";"nao metropolitana"
4205209;42;"SC";"nao metropolitana"
2922250;29;"BA";"nao metropolitana"
2908705;29;"BA";"nao metropolitana"
3202009;32;"ES";"nao metropolitana"
2705606;27;"AL";"nao metropolitana"
2604809;26;"PE";"nao metropolitana"
3128402;31;"MG";"nao metropolitana"
2700102;27;"AL";"nao metropolitana"
2704104;27;"AL";"nao metropolitana"
2502151;25;"PB";"nao metropolitana"
2803906;28;"SE";"nao metropolitana"
1707306;17;"TO";"nao metropolitana"
2902054;29;"BA";"nao metropolitana"
1700400;17;"TO";"nao metropolitana"
2920205;29;"BA";"nao metropolitana"
3129103;31;"MG";"nao metropolitana"
2309805;23;"CE";"nao metropolitana"
4117271;41;"PR";"nao metropolitana"
1301803;13;"AM";"nao metropolitana"
4306304;43;"RS";"nao metropolitana"
3170529;31;"MG";"nao metropolitana"
3136009;31;"MG";"nao metropolitana"
2909406;29;"BA";"nao metropolitana"
2900207;29;"BA";"nao metropolitana"
2102606;21;"MA";"nao metropolitana"
