CODE_MUNI;YEAR;POPULACAO;CASESy;INCy
2929909;2014;44999;0;0
2929909;2015;45202;3;6,636874475
2929909;2016;45395;5;11,0144289
2929909;2017;45568;1;2,194522472
2929909;2018;43941;1;2,275778885
2929909;2019;44091;0;0
2929909;2020;44234;1127;2547,813899
2929909;2021;44370;24;54,09060176
2929909;2022;49587;16;32,26652147
2930006;2014;11435;0;0
2930006;2015;11528;1;8,674531575
2930006;2016;11615;1;8,609556608
2930006;2017;11696;1;8,549931601
2930006;2018;11351;0;0
2930006;2019;11434;7;61,22092006
2930006;2020;11512;2;17,37317582
2930006;2021;11586;3;25,89331952
2930006;2022;9373;1;10,66894271
2930105;2014;80810;0;0
2930105;2015;81330;5;6,147792942
2930105;2016;80769;914;1131,622281
2930105;2017;81218;11;13,54379571
2930105;2018;78588;0;0
2930105;2019;79015;3;3,796747453
2930105;2020;79424;3;3,77719581
2930105;2021;79813;1;1,252928721
2930105;2022;77514;10;12,90089532
2930154;2014;33022;0;0
2930154;2015;33011;0;0
2930154;2016;33000;0;0
2930154;2017;32991;0;0
2930154;2018;31532;0;0
2930154;2019;31472;0;0
2930154;2020;31416;0;0
2930154;2021;31362;117;373,0629424
2930154;2022;34270;230;671,1409396
2930204;2014;41102;0;0
2930204;2015;41464;27;65,11672776
2930204;2016;41576;66;158,7454301
2930204;2017;41891;0;0
2930204;2018;40703;1;2,456821365
2930204;2019;40684;0;0
2930204;2020;40989;0;0
2930204;2021;41279;0;0
2930204;2022;37389;635;1698,36048
2930303;2014;18428;0;0
2930303;2015;18389;0;0
2930303;2016;18352;0;0
2930303;2017;18320;0;0
2930303;2018;17452;3;17,19000688
2930303;2019;17386;1;5,751754285
2930303;2020;17321;1;5,773338722
2930303;2021;17261;12;69,52088523
2930303;2022;16691;20;119,8250554
2930402;2014;15507;0;0
2930402;2015;15351;16;104,2277376
2930402;2016;16171;0;0
2930402;2017;16036;0;0
2930402;2018;15064;0;0
2930402;2019;14878;0;0
2930402;2020;14699;24;163,2764134
2930402;2021;14531;0;0
2930402;2022;18090;0;0
2930501;2014;82733;8;9,669660232
2930501;2015;83275;512;614,8303813
2930501;2016;82621;134;162,1863691
2930501;2017;83088;1;1,203543231
2930501;2018;80411;0;0
2930501;2019;80861;1;1,236690123
2930501;2020;81286;671;825,4804025
2930501;2021;81693;3;3,672285263
2930501;2022;85696;1;1,166915609
2930600;2014;13308;0;0
2930600;2015;13373;0;0
2930600;2016;13774;130;943,8071729
2930600;2017;13832;0;0
2930600;2018;13347;2;14,98464074
2930600;2019;13397;9;67,17921923
2930600;2020;13446;74;550,3495463
2930600;2021;13490;5;37,06449222
2930600;2022;13320;49;367,8678679
2930709;2014;131630;1;0,759705234
2930709;2015;133202;1069;802,5405024
2930709;2016;134674;299;222,0176129
2930709;2017;136050;135;99,22822492
2930709;2018;132906;2;1,504822958
2930709;2019;134377;52;38,69709846
2930709;2020;135783;856;630,4176517
2930709;2021;137117;43;31,36007935
2930709;2022;127093;2;1,573650791
2930758;2014;13256;0;0
2930758;2015;13320;0;0
2930758;2016;13381;0;0
2930758;2017;13437;0;0
2930758;2018;12965;1;7,71307366
2930758;2019;13012;0;0
2930758;2020;13059;0;0
2930758;2021;13104;1;7,631257631
2930758;2022;13408;28;208,8305489
2930766;2014;12034;0;0
2930766;2015;11767;7;59,48839976
2930766;2016;11517;135;1172,180255
2930766;2017;11283;0;0
2930766;2018;10316;0;0
2930766;2019;9986;1;10,01401963
2930766;2020;9701;0;0
2930766;2021;9431;0;0
2930766;2022;14778;12;81,20178644
2930774;2014;23511;0;0
2930774;2015;23583;0;0
2930774;2016;23650;12;50,73995772
2930774;2017;23713;0;0
2930774;2018;22806;1;4,384811015
2930774;2019;23191;3;12,93605278
2930774;2020;23233;4;17,21688977
2930774;2021;23274;1;4,296640027
2930774;2022;24799;124;500,0201621
2930808;2014;17239;0;0
2930808;2015;17332;0;0
2930808;2016;17419;0;0
2930808;2017;17503;0;0
2930808;2018;16905;0;0
2930808;2019;16979;1;5,889628364
2930808;2020;17050;0;0
2930808;2021;17118;0;0
2930808;2022;16904;0;0
2930907;2014;13008;0;0
2930907;2015;13025;0;0
2930907;2016;13043;0;0
2930907;2017;13057;0;0
2930907;2018;12517;0;0
2930907;2019;12518;0;0
2930907;2020;12516;0;0
2930907;2021;12515;0;0
2930907;2022;11990;0;0
2931004;2014;21264;0;0
2931004;2015;21282;0;0
2931004;2016;21299;0;0
2931004;2017;21315;0;0
2931004;2018;20416;1;4,898119122
2931004;2019;20403;1;4,901240014
2931004;2020;20393;4;19,61457363
2931004;2021;20383;0;0
2931004;2022;21407;3;14,01410753
2931053;2014;17601;0;0
2931053;2015;17702;0;0
2931053;2016;17797;4;22,47569815
2931053;2017;17884;0;0
2931053;2018;17285;0;0
2931053;2019;17366;0;0
2931053;2020;17443;0;0
2931053;2021;17518;1;5,708414203
2931053;2022;18459;0;0
2931103;2014;8532;0;0
2931103;2015;8553;61;713,2000468
2931103;2016;8214;2;24,348673
2931103;2017;8232;6;72,88629738
2931103;2018;7909;1;12,64382349
2931103;2019;7918;0;0
2931103;2020;7928;116;1463,168517
2931103;2021;7936;12;151,2096774
2931103;2022;7729;0;0
2931202;2014;20886;0;0
2931202;2015;21091;9;42,67222986
2931202;2016;21282;1;4,698806503
2931202;2017;21462;1;4,659398006
2931202;2018;20889;1;4,787208579
2931202;2019;21074;4;18,98073455
2931202;2020;21253;65;305,8391756
2931202;2021;21421;0;0
2931202;2022;18016;0;0
2931301;2014;17413;0;0
2931301;2015;17398;0;0
2931301;2016;17855;167;935,3122375
2931301;2017;17845;421;2359,204259
2931301;2018;17046;4;23,46591576
2931301;2019;17010;2;11,75778954
2931301;2020;16974;2;11,78272652
2931301;2021;16939;0;0
2931301;2022;15884;1;6,295643415
2931350;2014;155659;1;0,642429927
2931350;2015;157804;1;0,633697498
2931350;2016;159813;101;63,19886367
2931350;2017;161690;2049;1267,23978
2931350;2018;158445;2393;1510,30326
2931350;2019;160487;57;35,51689545
2931350;2020;162438;503;309,6566074
2931350;2021;164290;28;17,04303366
2931350;2022;147454;1940;1315,664546
2931400;2014;8067;0;0
2931400;2015;8013;1;12,47972045
2931400;2016;7984;1;12,5250501
2931400;2017;7936;0;0
2931400;2018;7493;0;0
2931400;2019;7425;1;13,46801347
2931400;2020;7359;1;13,58880283
2931400;2021;7296;0;0
2931400;2022;7220;1;13,85041551
2931509;2014;22944;0;0
2931509;2015;23011;2;8,691495372
2931509;2016;23319;7;30,0184399
2931509;2017;23378;0;0
2931509;2018;22479;0;0
2931509;2019;22518;0;0
2931509;2020;22555;63;279,3172246
2931509;2021;22590;0;0
2931509;2022;21811;0;0
2931608;2014;15079;0;0
2931608;2015;15178;0;0
2931608;2016;15269;3;19,64765211
2931608;2017;15357;1;6,511688481
2931608;2018;14860;0;0
2931608;2019;14943;2;13,38419327
2931608;2020;15022;1;6,656903209
2931608;2021;15097;1;6,62383255
2931608;2022;15892;1;6,292474201
2931707;2014;13537;0;0
2931707;2015;13547;1;7,381708127
2931707;2016;13527;1;7,392622163
2931707;2017;13536;0;0
2931707;2018;12965;0;0
2931707;2019;13033;89;682,8819151
2931707;2020;13025;34;261,0364683
2931707;2021;13018;0;0
2931707;2022;10802;0;0
2931806;2014;18367;0;0
2931806;2015;18187;0;0
2931806;2016;17854;7;39,20690041
2931806;2017;17700;2;11,29943503
2931806;2018;16608;1;6,021194605
2931806;2019;16394;0;0
2931806;2020;16189;4;24,70813515
2931806;2021;15996;0;0
2931806;2022;17497;4;22,8610619
2931905;2014;56131;1;1,781546739
2931905;2015;55777;0;0
2931905;2016;52381;67;127,9089746
2931905;2017;52540;5;9,516558812
2931905;2018;50568;0;0
2931905;2019;50687;8;15,78313966
2931905;2020;50798;224;440,9622426
2931905;2021;50903;0;0
2931905;2022;48062;16;33,29033332
2932002;2014;25178;0;0
2932002;2015;25087;9;35,87515446
2932002;2016;25853;206;796,812749
2932002;2017;25773;0;0
2932002;2018;24486;1;4,083966348
2932002;2019;24240;3;12,37623762
2932002;2020;24113;19;78,79567039
2932002;2021;23991;0;0
2932002;2022;24654;124;502,96098
2932101;2014;20770;2;9,62927299
2932101;2015;20782;1;4,811856414
2932101;2016;20793;6;28,85586495
2932101;2017;20800;0;0
2932101;2018;19914;0;0
2932101;2019;19895;15;75,3958281
2932101;2020;19877;18;90,55692509
2932101;2021;19860;0;0
2932101;2022;18605;0;0
2932200;2014;20993;0;0
2932200;2015;20813;0;0
2932200;2016;20646;30;145,3065969
2932200;2017;20489;0;0
2932200;2018;19275;0;0
2932200;2019;19056;1;5,247691016
2932200;2020;18847;0;0
2932200;2021;18647;0;0
2932200;2022;17626;1;5,673436968
2932309;2014;26787;0;0
2932309;2015;27051;1;3,696721008
2932309;2016;27297;56;205,1507492
2932309;2017;27527;1;3,63279689
2932309;2018;26795;0;0
2932309;2019;27035;0;0
2932309;2020;27263;2;7,335949822
2932309;2021;27481;0;0
2932309;2022;18161;0;0
2932408;2014;14460;0;0
2932408;2015;14483;8;55,23717462
2932408;2016;14454;0;0
2932408;2017;14474;1;6,908940169
2932408;2018;13884;0;0
2932408;2019;13887;3;21,602938
2932408;2020;13891;1713;12331,72558
2932408;2021;13894;2;14,39470275
2932408;2022;14844;2;13,47345729
2932457;2014;18851;0;0
2932457;2015;19055;0;0
2932457;2016;19343;5;25,84914439
2932457;2017;19522;0;0
2932457;2018;19034;1;5,253756436
2932457;2019;19222;0;0
2932457;2020;19402;5;25,77053912
2932457;2021;19573;55;280,9993358
2932457;2022;13511;14;103,6192732
2932507;2014;22535;0;0
2932507;2015;22105;0;0
2932507;2016;21706;26;119,7825486
2932507;2017;21331;7;32,81608926
2932507;2018;19484;1;5,132416342
2932507;2019;19002;0;0
2932507;2020;18544;4;21,57031924
2932507;2021;18108;3;16,56726309
2932507;2022;17998;4;22,22469163
2932606;2014;17270;0;0
2932606;2015;17301;0;0
2932606;2016;17329;0;0
2932606;2017;17356;0;0
2932606;2018;16651;0;0
2932606;2019;16658;0;0
2932606;2020;16665;0;0
2932606;2021;16672;2;11,99616123
2932606;2022;15365;1;6,50829808
2932705;2014;21924;0;0
2932705;2015;21849;0;0
2932705;2016;21778;51;234,1812839
2932705;2017;21711;64;294,7814472
2932705;2018;20630;0;0
2932705;2019;20519;5;24,36765924
2932705;2020;20413;11;53,88722873
2932705;2021;20312;1;4,923198109
2932705;2022;21365;22;102,9721507
2932804;2014;19490;3;15,39250898
2932804;2015;19593;6;30,62318175
2932804;2016;19688;3;15,23770825
2932804;2017;19780;0;0
2932804;2018;19098;0;0
2932804;2019;19178;0;0
2932804;2020;19256;23;119,4432904
2932804;2021;19330;2;10,34661148
2932804;2022;16285;2;12,28124041
2932903;2014;96507;3;3,108582797
2932903;2015;97305;122;125,3789631
2932903;2016;98053;1136;1158,557107
2932903;2017;98749;0;0
2932903;2018;95858;3;3,129629243
2932903;2019;96562;30;31,06812204
2932903;2020;97233;13;13,36994642
2932903;2021;97873;3;3,065196735
2932903;2022;96226;3;3,117660508
2933000;2014;27545;0;0
2933000;2015;27906;2250;8062,782197
2933000;2016;28426;34;119,6088088
2933000;2017;28743;10;34,79107957
2933000;2018;28130;5;17,77461785
2933000;2019;28473;1;3,512099182
2933000;2020;28800;132;458,3333333
2933000;2021;29111;5;17,17563807
2933000;2022;23683;0;0
2933059;2014;14693;0;0
2933059;2015;14729;39;264,7837599
2933059;2016;14632;3;20,50300711
2933059;2017;14662;0;0
2933059;2018;14087;0;0
2933059;2019;14104;0;0
2933059;2020;14121;63;446,1440408
2933059;2021;14135;4;28,2985497
2933059;2022;13043;0;0
2933109;2014;9364;0;0
2933109;2015;9416;35;371,7077315
2933109;2016;9404;0;0
2933109;2017;9449;0;0
2933109;2018;9130;0;0
2933109;2019;9170;0;0
2933109;2020;9210;0;0
2933109;2021;9247;0;0
2933109;2022;8115;0;0
2933158;2014;13524;2;14,78852411
2933158;2015;13470;0;0
2933158;2016;13500;1;7,407407407
2933158;2017;13454;3;22,29820128
2933158;2018;12772;0;0
2933158;2019;12697;3;23,62762857
2933158;2020;12625;0;0
2933158;2021;12556;242;1927,365403
2933158;2022;13369;1;7,479991024
2933174;2014;9405;0;0
2933174;2015;9363;4;42,72134999
2933174;2016;9409;8;85,02497609
2933174;2017;9375;0;0
2933174;2018;8895;0;0
2933174;2019;8838;0;0
2933174;2020;8785;0;0
2933174;2021;8734;0;0
2933174;2022;9913;0;0
2933208;2014;42103;3;7,125382989
2933208;2015;42650;178;417,3505275
2933208;2016;43162;33;76,45614198
2933208;2017;43640;2;4,582951421
2933208;2018;42706;0;0
2933208;2019;43223;7;16,19508132
2933208;2020;43716;47;107,5121237
2933208;2021;44185;0;0
2933208;2022;40915;0;0
2933257;2014;6737;0;0
2933257;2015;6696;0;0
2933257;2016;6657;0;0
2933257;2017;6620;1;15,10574018
2933257;2018;6258;0;0
2933257;2019;6205;0;0
2933257;2020;6153;0;0
2933257;2021;6105;0;0
2933257;2022;7072;5;70,70135747
2933307;2014;340199;1;0,293945602
2933307;2015;343230;2;0,582699647
2933307;2016;346069;44;12,71422751
2933307;2017;348718;21;6,022057938
2933307;2018;338885;14;4,131194948
2933307;2019;341597;32;9,367763768
2933307;2020;341128;112;32,83225065
2933307;2021;343643;53;15,42298257
2933307;2022;387524;364;93,92966629
2933406;2014;9720;0;0
2933406;2015;9731;0;0
2933406;2016;9743;13;133,4291286
2933406;2017;9753;0;0
2933406;2018;9347;0;0
2933406;2019;9345;0;0
2933406;2020;9344;9;96,31849315
2933406;2021;9342;0;0
2933406;2022;8861;2;22,57081593
2933455;2014;13047;0;0
2933455;2015;13008;0;0
2933455;2016;12971;0;0
2933455;2017;12935;4;30,92385002
2933455;2018;12299;0;0
2933455;2019;12238;1;8,171269815
2933455;2020;12180;0;0
2933455;2021;12125;1;8,24742268
2933455;2022;13071;0;0
2933505;2014;22621;0;0
2933505;2015;22530;1;4,438526409
2933505;2016;22445;3;13,36600579
2933505;2017;22365;1;4,471272077
2933505;2018;21228;0;0
2933505;2019;21101;1;4,73911189
2933505;2020;20978;6;28,60139193
2933505;2021;20862;1;4,793404276
2933505;2022;26279;0;0
2933604;2014;48210;0;0
2933604;2015;48316;2;4,139415515
2933604;2016;48274;0;0
2933604;2017;48365;0;0
2933604;2018;46440;0;0
2933604;2019;46483;0;0
2933604;2020;46523;4;8,597897814
2933604;2021;46562;55;118,1220738
2933604;2022;46328;0;0
3100104;2014;6992;0;0
3100104;2015;7015;0;0
3100104;2016;7037;0;0
3100104;2017;7059;0;0
3100104;2018;6972;0;0
3100104;2019;6989;0;0
3100104;2020;7006;0;0
3100104;2021;7022;0;0
3100104;2022;6235;0;0
3100203;2014;23494;0;0
3100203;2015;23535;0;0
3100203;2016;23574;0;0
3100203;2017;23611;0;0
3100203;2018;23223;0;0
3100203;2019;23237;0;0
3100203;2020;23250;0;0
3100203;2021;23263;0;0
3100203;2022;22492;1;4,446025253
3100302;2014;13711;0;0
3100302;2015;13719;0;0
3100302;2016;13726;0;0
3100302;2017;13733;0;0
3100302;2018;13465;0;0
3100302;2019;13454;0;0
3100302;2020;13444;0;0
3100302;2021;13434;0;0
3100302;2022;13882;0;0
3100401;2014;4050;0;0
3100401;2015;4056;0;0
3100401;2016;4061;0;0
3100401;2017;4065;0;0
3100401;2018;3994;0;0
3100401;2019;3994;0;0
3100401;2020;3994;0;0
3100401;2021;3995;0;0
3100401;2022;3920;0;0
3100500;2014;10216;0;0
3100500;2015;10140;0;0
3100500;2016;10066;0;0
3100500;2017;9997;1;10,0030009
3100500;2018;9575;73;762,4020888
3100500;2019;9470;3;31,67898627
3100500;2020;9368;2;21,34927412
3100500;2021;9270;0;0
3100500;2022;9229;0;0
3100609;2014;14856;0;0
3100609;2015;14686;0;0
3100609;2016;14524;0;0
3100609;2017;14370;0;0
3100609;2018;13600;0;0
3100609;2019;13735;1;7,280669822
3100609;2020;13523;2;14,78961769
3100609;2021;13319;0;0
3100609;2022;12390;0;0
3100708;2014;2067;0;0
3100708;2015;2064;0;0
3100708;2016;2061;1;48,52013586
3100708;2017;2058;0;0
3100708;2018;2005;0;0
3100708;2019;1999;0;0
3100708;2020;1992;0;0
3100708;2021;1986;0;0
3100708;2022;2085;1;47,9616307
3100807;2014;4332;0;0
3100807;2015;4370;0;0
3100807;2016;4406;1;22,6963232
3100807;2017;4440;1;22,52252252
3100807;2018;4448;2;44,96402878
3100807;2019;4486;1;22,29157379
3100807;2020;4522;1;22,1141088
3100807;2021;4557;0;0
3100807;2022;4362;0;0
3100906;2014;19248;0;0
3100906;2015;19307;0;0
3100906;2016;19363;1;5,164488974
3100906;2017;19416;15;77,25587145
3100906;2018;19166;1;5,217572785
3100906;2019;19207;3;15,61930546
3100906;2020;19247;0;0
3100906;2021;19285;0;0
3100906;2022;18430;0;0
3101003;2014;13378;0;0
3101003;2015;13447;0;0
3101003;2016;13513;0;0
3101003;2017;13576;4;29,46375958
3101003;2018;13477;0;0
3101003;2019;13539;0;0
3101003;2020;13599;0;0
3101003;2021;13656;0;0
3101003;2022;14026;4;28,51846571
3101102;2014;25685;0;0
3101102;2015;25694;2;7,783918425
3101102;2016;25703;6;23,34357857
3101102;2017;25711;106;412,2749018
3101102;2018;25193;6;23,8161394
3101102;2019;25167;5;19,86728653
3101102;2020;25141;36;143,1923949
3101102;2021;25116;112;445,9308807
3101102;2022;24934;4;16,04235181
3101201;2014;6257;0;0
3101201;2015;6240;0;0
3101201;2016;6224;0;0
3101201;2017;6209;0;0
3101201;2018;6032;0;0
3101201;2019;6003;0;0
3101201;2020;5976;0;0
3101201;2021;5949;0;0
3101201;2022;6225;0;0
3101300;2014;2764;0;0
3101300;2015;2760;0;0
3101300;2016;2756;0;0
3101300;2017;2752;0;0
3101300;2018;2683;0;0
3101300;2019;2674;0;0
3101300;2020;2665;0;0
3101300;2021;2657;0;0
3101300;2022;2646;0;0
3101409;2014;3025;0;0
3101409;2015;3033;0;0
3101409;2016;3040;0;0
3101409;2017;3046;0;0
3101409;2018;3003;0;0
3101409;2019;3007;0;0
3101409;2020;3011;0;0
3101409;2021;3015;0;0
3101409;2022;2941;0;0
3101508;2014;35641;0;0
3101508;2015;35720;2;5,599104143
3101508;2016;35795;5;13,96843135
3101508;2017;35866;1;2,788155914
3101508;2018;35321;4;11,32470768
3101508;2019;35362;18;50,9020983
3101508;2020;35401;5;14,12389481
3101508;2021;35438;3;8,465489023
3101508;2022;30608;5;16,33559854
3101607;2014;78176;1;1,279164961
3101607;2015;78712;4;5,081817258
3101607;2016;79222;2;2,524551261
3101607;2017;79707;0;0
3101607;2018;79481;2;2,516324656
3101607;2019;79996;0;0
3101607;2020;80494;1;1,242328621
3101607;2021;80973;1;1,234979561
3101607;2022;79175;0;0
3101631;2014;6566;0;0
3101631;2015;6639;0;0
3101631;2016;6709;0;0
3101631;2017;6775;0;0
3101631;2018;6831;0;0
3101631;2019;6907;0;0
3101631;2020;6981;0;0
3101631;2021;7052;0;0
3101631;2022;6938;0;0
3101706;2014;41028;1;2,437359852
3101706;2015;41296;0;0
3101706;2016;41552;2;4,813246053
3101706;2017;41794;55;131,597837
3101706;2018;41642;0;0
3101706;2019;41896;0;0
3101706;2020;42143;1;2,372873312
3101706;2021;42380;0;0
3101706;2022;39915;445;1114,869097
3101805;2014;7458;0;0
3101805;2015;7478;0;0
3101805;2016;7497;0;0
3101805;2017;7515;19;252,827678
3101805;2018;7411;0;0
3101805;2019;7424;0;0
3101805;2020;7436;168;2259,279182
3101805;2021;7448;0;0
3101805;2022;6403;0;0
3101904;2014;19513;0;0
3101904;2015;19630;0;0
3101904;2016;19741;0;0
3101904;2017;19846;0;0
3101904;2018;19745;0;0
3101904;2019;19853;0;0
3101904;2020;19958;0;0
3101904;2021;20059;0;0
3101904;2022;17883;1;5,591902925
3102001;2014;14371;0;0
3102001;2015;14434;0;0
3102001;2016;14494;0;0
3102001;2017;14551;1;6,872379905
3102001;2018;14414;0;0
3102001;2019;14466;0;0
3102001;2020;14517;0;0
3102001;2021;14566;0;0
3102001;2022;13697;0;0
3102050;2014;5655;0;0
3102050;2015;5702;0;0
3102050;2016;5748;0;0
3102050;2017;5791;0;0
3102050;2018;5799;0;0
3102050;2019;5847;0;0
3102050;2020;5894;0;0
3102050;2021;5938;0;0
3102050;2022;5796;0;0
3102100;2014;12006;0;0
3102100;2015;11896;0;0
3102100;2016;11792;0;0
3102100;2017;11693;0;0
3102100;2018;11146;0;0
3102100;2019;11000;0;0
3102100;2020;10859;0;0
3102100;2021;10723;0;0
3102100;2022;10894;0;0
3102209;2014;4343;0;0
3102209;2015;4292;0;0
3102209;2016;4245;0;0
3102209;2017;4199;0;0
3102209;2018;3973;2;50,33979361
3102209;2019;3907;2;51,19017149
3102209;2020;3844;1;26,01456816
3102209;2021;3783;0;0
3102209;2022;3858;0;0
3102308;2014;15630;0;0
3102308;2015;15619;0;0
3102308;2016;15609;0;0
3102308;2017;15599;0;0
3102308;2018;15239;0;0
3102308;2019;15203;1;6,577649148
3102308;2020;15169;0;0
3102308;2021;15135;0;0
3102308;2022;15178;0;0
3102407;2014;3661;0;0
3102407;2015;3666;0;0
3102407;2016;3669;0;0
3102407;2017;3673;0;0
3102407;2018;3606;0;0
3102407;2019;3606;0;0
3102407;2020;3605;0;0
3102407;2021;3605;0;0
3102407;2022;4065;0;0
3102506;2014;4997;0;0
3102506;2015;4971;0;0
3102506;2016;4947;0;0
3102506;2017;4924;0;0
3102506;2018;4751;0;0
3102506;2019;4713;0;0
3102506;2020;4678;0;0
3102506;2021;4643;0;0
3102506;2022;4472;0;0
3102605;2014;39761;0;0
3102605;2015;40092;0;0
3102605;2016;40407;1;2,47481872
3102605;2017;40706;1;2,456640299
3102605;2018;40747;0;0
3102605;2019;41077;0;0
3102605;2020;41396;0;0
3102605;2021;41704;1;2,397851525
3102605;2022;40522;0;0
3102704;2014;9372;0;0
3102704;2015;9410;0;0
3102704;2016;9445;2;21,17522499
3102704;2017;9479;0;0
3102704;2018;9382;0;0
3102704;2019;9412;0;0
3102704;2020;9442;0;0
3102704;2021;9470;0;0
3102704;2022;9020;0;0
3102803;2014;12507;0;0
3102803;2015;12507;0;0
3102803;2016;12507;0;0
3102803;2017;12507;0;0
3102803;2018;12242;0;0
3102803;2019;12224;0;0
3102803;2020;12206;0;0
3102803;2021;12189;0;0
3102803;2022;11730;0;0
3102852;2014;8416;0;0
3102852;2015;8460;0;0
3102852;2016;8502;0;0
3102852;2017;8541;0;0
3102852;2018;8481;0;0
3102852;2019;8520;0;0
3102852;2020;8557;0;0
3102852;2021;8594;0;0
3102852;2022;7730;1;12,93661061
3102902;2014;11534;0;0
3102902;2015;11560;0;0
3102902;2016;11584;0;0
3102902;2017;11608;0;0
3102902;2018;11432;0;0
3102902;2019;11445;0;0
3102902;2020;11459;0;0
3102902;2021;11471;0;0
3102902;2022;11095;0;0
3103009;2014;9711;0;0
3103009;2015;9685;0;0
3103009;2016;9660;4;41,40786749
3103009;2017;9637;0;0
3103009;2018;9363;21;224,2870875
3103009;2019;9318;7;75,12341704
3103009;2020;9275;0;0
3103009;2021;9233;0;0
3103009;2022;9248;0;0
3103108;2014;1685;0;0
3103108;2015;1677;0;0
3103108;2016;1670;0;0
3103108;2017;1664;0;0
3103108;2018;1609;0;0
3103108;2019;1598;0;0
3103108;2020;1587;0;0
3103108;2021;1577;0;0
3103108;2022;1537;0;0
3103207;2014;2344;0;0
3103207;2015;2352;0;0
3103207;2016;2361;3;127,064803
3103207;2017;2368;0;0
3103207;2018;2341;0;0
3103207;2019;2347;0;0
3103207;2020;2354;0;0
3103207;2021;2360;0;0
3103207;2022;2174;0;0
3103306;2014;2112;0;0
3103306;2015;2112;0;0
3103306;2016;2112;0;0
3103306;2017;2111;0;0
3103306;2018;2066;0;0
3103306;2019;2063;0;0
3103306;2020;2059;0;0
3103306;2021;2056;0;0
3103306;2022;1804;2;110,864745
3103405;2014;37220;0;0
3103405;2015;37270;25;67,07807888
3103405;2016;37317;0;0
3103405;2017;37361;2;5,353175772
3103405;2018;36705;0;0
3103405;2019;36708;2;5,448403618
3103405;2020;36712;10;27,2390499
3103405;2021;36715;0;0
3103405;2022;34807;921;2646,019479
3103504;2014;115632;0;0
3103504;2015;116267;0;0
3103504;2016;116871;0;0
3103504;2017;117445;22;18,73217251
3103504;2018;116691;12;10,28356943
3103504;2019;117267;113;96,36129516
3103504;2020;117825;7;5,941014216
3103504;2021;118361;4;3,379491555
3103504;2022;121424;10;8,235604164
3103603;2014;2884;0;0
3103603;2015;2880;0;0
3103603;2016;2877;0;0
3103603;2017;2873;0;0
3103603;2018;2804;0;0
3103603;2019;2795;0;0
3103603;2020;2787;0;0
3103603;2021;2779;0;0
3103603;2022;2916;0;0
3103702;2014;8478;0;0
3103702;2015;8501;0;0
3103702;2016;8523;0;0
3103702;2017;8544;0;0
3103702;2018;8425;0;0
3103702;2019;8439;0;0
3103702;2020;8453;0;0
3103702;2021;8467;0;0
3103702;2022;8048;0;0
3103751;2014;6593;0;0
3103751;2015;6657;0;0
3103751;2016;6717;0;0
3103751;2017;6774;1;14,76232654
3103751;2018;6804;0;0
3103751;2019;6869;0;0
3103751;2020;6931;0;0
3103751;2021;6992;0;0
3103751;2022;8543;2;23,41097975
3103801;2014;2870;0;0
3103801;2015;2875;0;0
3103801;2016;2879;0;0
3103801;2017;2883;0;0
3103801;2018;2833;0;0
3103801;2019;2834;0;0
3103801;2020;2835;0;0
3103801;2021;2836;0;0
3103801;2022;2621;0;0
3103900;2014;8645;1;11,56737999
3103900;2015;8768;0;0
3103900;2016;8885;72;810,3545301
3103900;2017;8996;0;0
3103900;2018;9142;1;10,93852549
3103900;2019;9273;2;21,5679931
3103900;2020;9401;0;0
3103900;2021;9523;1;10,50089258
3103900;2022;9192;0;0
3104007;2014;101136;0;0
3104007;2015;102238;0;0
3104007;2016;103287;3;2,904528159
3104007;2017;104283;1;0,958929068
3104007;2018;105083;1;0,951628713
3104007;2019;106229;1;0,941362528
3104007;2020;107337;0;0
3104007;2021;108403;0;0
3104007;2022;116561;4;3,43167955
3104106;2014;10262;0;0
3104106;2015;10373;0;0
3104106;2016;10478;0;0
3104106;2017;10578;0;0
3104106;2018;10657;0;0
3104106;2019;10772;0;0
3104106;2020;10883;0;0
3104106;2021;10990;1;9,099181074
3104106;2022;9278;1;10,77818495
3104205;2014;38946;0;0
3104205;2015;39249;0;0
3104205;2016;39537;1;2,529276374
3104205;2017;39811;2;5,023737158
3104205;2018;39793;0;0
3104205;2019;40092;1;2,494263195
3104205;2020;40380;1;2,476473502
3104205;2021;40658;34;83,62437897
3104205;2022;41635;1;2,401825387
3104304;2014;14624;0;0
3104304;2015;14740;0;0
3104304;2016;14851;1;6,733553296
3104304;2017;14956;0;0
3104304;2018;14955;0;0
3104304;2019;15070;0;0
3104304;2020;15181;0;0
3104304;2021;15288;0;0
3104304;2022;13752;0;0
3104403;2014;2907;0;0
3104403;2015;2890;0;0
3104403;2016;2874;0;0
3104403;2017;2859;0;0
3104403;2018;2751;0;0
3104403;2019;2727;0;0
3104403;2020;2704;0;0
3104403;2021;2681;2;74,59903021
3104403;2022;2717;0;0
3104452;2014;5078;0;0
3104452;2015;5118;0;0
3104452;2016;5156;0;0
3104452;2017;5192;1;19,26040062
3104452;2018;5191;0;0
3104452;2019;5231;0;0
3104452;2020;5269;0;0
3104452;2021;5305;0;0
3104452;2022;4721;0;0
3104502;2014;18210;0;0
3104502;2015;18221;0;0
3104502;2016;18232;0;0
3104502;2017;18243;0;0
3104502;2018;17888;0;0
3104502;2019;17875;0;0
3104502;2020;17862;0;0
3104502;2021;17850;0;0
3104502;2022;18526;0;0
